Wood Buffalo Environmental Association - Continuous Ambient Air Quality Monitoring Program
For authorized use only
AMS26, L1, 5Mn
Exported On:,2022/08/24,11:06
Date Range:,2022/5/23,0:00,to,2022/8/23,23:00

Date/Time, SO2 (ppb), H2S (ppb), NO (ppb), NO2 (ppb), NOx (ppb), Wind Speed @ 10m (km/h), Wind Direction @ 10m (deg.), Relative Humidity (%), Temp @ 2m (deg. C)
2022-08-12 03:45:00,Z/S,0.67,-0.05,0.48,0.42,7.94,0.85,91,10.2
2022-08-12 03:50:00,Z/S,0.94,-0.01,0.47,0.47,8.58,2.09,91,10.16
2022-08-12 03:55:00,Z/S,0.86,-0.05,0.49,0.44,8.13,8.09,92,10.18
2022-08-12 04:00:00,Z/S,0.65,-0.02,0.41,0.4,8.06,17.92,92,10.15
2022-08-12 04:05:00,-0.2,Z/S,-0.05,0.43,0.38,6.58,26.79,92,10.11
2022-08-12 04:10:00,0.14,Z/S,-0.02,0.64,0.62,11.45,28.14,92,10.1
2022-08-12 04:15:00,-0.21,Z/S,0,0.33,0.32,10.64,11.32,92,10.06
2022-08-12 04:20:00,-0.15,Z/S,-0.04,0.34,0.3,7.06,17.76,92,9.95
2022-08-12 04:25:00,-0.17,Z/S,-0.02,0.28,0.26,7.96,12.44,92,9.95
2022-08-12 04:30:00,-0.11,Z/S,-0.05,0.26,0.22,7.31,21.5,93,10.01
2022-08-12 04:35:00,-0.17,Z/S,-0.04,0.26,0.22,7.29,18.67,93,9.93
2022-08-12 04:40:00,0.07,Z/S,-0.02,0.26,0.24,7.53,24.73,93,10
2022-08-12 04:45:00,-0.19,Z/S,0,0.24,0.24,6,23.36,93,9.92
2022-08-12 04:50:00,0.16,Z/S,-0.06,0.25,0.19,6.13,37.11,93,9.9
2022-08-12 04:55:00,-0.07,Z/S,-0.03,0.24,0.21,7.13,23.78,93,9.9
2022-08-12 05:00:00,-0.02,Z/S,-0.03,0.25,0.23,7.86,22.86,93,10
2022-08-12 05:05:00,0.03,0.01,-0.01,0.26,0.25,8.19,21.9,93,9.99
2022-08-12 05:10:00,-0.05,0.68,-0.02,0.23,0.21,6.3,16.78,93,9.99
2022-08-12 05:15:00,0.02,0.93,-0.03,0.27,0.23,6.55,4.65,93,9.95
2022-08-12 05:20:00,-0.09,0.83,-0.02,0.24,0.21,6.45,14.98,93,10
2022-08-12 05:25:00,0.18,0.45,-0.03,0.23,0.21,8.44,358.8,93,10
2022-08-12 05:30:00,-0.11,0.64,0,0.18,0.18,8.01,15.71,93,10
2022-08-12 05:35:00,0.11,0.76,0.01,0.21,0.22,7.75,5.21,93,9.99
2022-08-12 05:40:00,-0.11,0.55,-0.03,0.25,0.21,5.91,7.21,93,9.91
2022-08-12 05:45:00,-0.03,0.19,-0.02,0.3,0.28,8.26,34.79,93,9.98
2022-08-12 05:50:00,-0.24,0.14,-0.03,0.23,0.2,8.88,17.96,93,9.99
2022-08-12 05:55:00,0.2,0.41,-0.04,0.23,0.19,8.56,22.8,93,9.96
2022-08-12 06:00:00,0.11,0.37,-0.03,0.28,0.25,8.2,17.88,93,10
2022-08-12 06:05:00,0.18,-0.04,-0.02,0.32,0.3,8.5,23.46,93,10.02
2022-08-12 06:10:00,0.1,0.12,-0.02,0.27,0.24,9.23,17.26,93,10.04
2022-08-12 06:15:00,0.13,0.3,-0.04,0.3,0.26,8.34,24.79,93,10.03
2022-08-12 06:20:00,-0.1,0.47,-0.03,0.31,0.28,8.14,22.24,93,10.01
2022-08-12 06:25:00,0.08,0.35,-0.03,0.49,0.46,7.38,16.85,93,10.09
2022-08-12 06:30:00,-0.22,0.13,-0.01,0.63,0.63,8.05,18.04,93,10.06
2022-08-12 06:35:00,0.14,0.38,0.03,0.8,0.83,9.92,34.89,94,10
2022-08-12 06:40:00,-0.11,0.41,0.03,0.79,0.82,10.32,22.23,94,9.98
2022-08-12 06:45:00,0.16,0.43,0.06,1,1.06,10.36,44.13,95,9.86
2022-08-12 06:50:00,0.08,0.21,0.05,0.83,0.88,8.66,44.33,95,9.87
2022-08-12 06:55:00,0.14,0.19,0.1,1.03,1.12,9.39,50.01,95,9.85
2022-08-12 07:00:00,0.05,0.13,0.07,0.91,0.97,7.95,50.23,94,9.9
2022-08-12 07:05:00,0.04,0.3,0.08,0.85,0.93,8.19,63.8,94,9.98
2022-08-12 07:10:00,-0.01,0.14,0.41,1.01,1.42,7.76,72.96,93,10.03
2022-08-12 07:15:00,-0.05,0.37,0.57,1.33,1.9,7.85,85.3,92,10.04
2022-08-12 07:20:00,-0.12,0.48,0.02,0.51,0.54,7.59,65.34,93,10.09
2022-08-12 07:25:00,0.12,0.11,0.47,1.02,1.49,0.27,78.08,93,10.11
2022-08-12 07:30:00,0.18,0.14,0.13,0.6,0.73,0.23,77.01,93,10.05
2022-08-12 07:35:00,0.16,0.26,0.03,0.53,0.56,0.07,59.1,93,10.05
2022-08-12 07:40:00,0.03,0.21,0.24,0.63,0.87,0.18,76.05,93,10.19
2022-08-12 07:45:00,0.22,0.06,0.43,0.62,1.05,7.23,101.9,93,10.15
2022-08-12 07:50:00,0.23,0.21,-0.02,0.29,0.27,8.27,94.4,93,10.07
2022-08-12 07:55:00,0.23,0.16,0.02,0.32,0.33,6.54,90.5,94,10.04
2022-08-12 08:00:00,0.25,0.37,-0.02,0.26,0.23,5.7,95.4,94,10.14
2022-08-12 08:05:00,0.17,0.19,0.13,0.47,0.6,4.77,124.5,94,10.23
2022-08-12 08:10:00,0.27,0.47,0.02,0.38,0.4,5.08,91.2,93,10.36
2022-08-12 08:15:00,0.03,0.33,0.03,0.42,0.45,6.74,99.5,93,10.54
2022-08-12 08:20:00,0.16,0.59,0.04,0.45,0.5,7.31,125.3,93,10.57
2022-08-12 08:25:00,0.07,0.32,0.04,0.35,0.39,6.73,106.2,92,10.62
2022-08-12 08:30:00,0.19,0.07,0,0.32,0.32,5.27,87.9,92,10.61
2022-08-12 08:35:00,-0.03,0.12,0.12,0.53,0.65,4.61,129.2,92,10.64
2022-08-12 08:40:00,0.15,0.01,-0.02,0.23,0.21,6.45,65.77,92,10.78
2022-08-12 08:45:00,-0.11,0.38,-0.01,0.27,0.26,8.18,63.54,92,10.69
2022-08-12 08:50:00,-0.03,0.01,0.15,0.38,0.53,7.25,74.49,92,10.64
2022-08-12 08:55:00,0.06,0.18,0.02,0.25,0.27,5.96,88.6,92,10.62
2022-08-12 09:00:00,-0.09,0.02,0.31,0.81,1.12,5.38,76.26,92,10.67
2022-08-12 09:05:00,0.05,0.14,0.08,0.34,0.42,5.87,59.13,92,10.84
2022-08-12 09:10:00,0.01,0.32,0.04,0.31,0.34,5.95,79.25,91,10.99
2022-08-12 09:15:00,0.09,0.2,0.03,0.33,0.36,6.04,64.24,91,11.25
2022-08-12 09:20:00,0.08,0.32,0.05,0.34,0.39,6.23,93.5,90,11.22
2022-08-12 09:25:00,0.26,0.19,0.1,0.41,0.52,4.8,67.87,90,11.29
2022-08-12 09:30:00,0.15,0.08,0.04,0.32,0.36,3.47,47.52,90,11.4
2022-08-12 09:35:00,-0.03,0.21,0.06,0.4,0.46,6.55,56.31,89,11.43
2022-08-12 09:40:00,-0.05,-0.01,0.12,0.52,0.64,7.79,49.06,90,11.54
2022-08-12 09:45:00,0.05,0.25,0.52,0.78,1.3,6.67,77.8,89,11.59
2022-08-12 09:50:00,-0.02,0.39,0.1,0.5,0.59,5.66,95.6,89,11.53
2022-08-12 09:55:00,0.16,0.19,0.51,0.8,1.31,6.86,80,89,11.76
2022-08-12 10:00:00,0.02,0.17,0.12,0.47,0.59,5.25,44.16,89,11.82
2022-08-12 10:05:00,0.24,0.14,0.32,0.98,1.3,7.52,27.29,88,11.84
2022-08-12 10:10:00,0.01,0.25,0.07,0.43,0.5,8.89,22.72,89,11.86
2022-08-12 10:15:00,-0.09,0.09,0.3,0.58,0.88,6.75,72.57,88,11.85
2022-08-12 10:20:00,-0.03,0.11,0.54,0.78,1.31,7.25,87.2,88,11.97
2022-08-12 10:25:00,-0.03,0.05,0.2,0.68,0.89,6.35,104.1,87,11.99
2022-08-12 10:30:00,-0.22,0.31,0.15,0.62,0.76,3.38,87.7,87,12.05
2022-08-12 10:35:00,0.06,0.06,0.31,0.83,1.14,4.07,70.2,87,12.4
2022-08-12 10:40:00,0.06,0.33,0.4,1.21,1.61,9.53,16.13,87,12.43
2022-08-12 10:45:00,0.21,0.29,0.38,1.16,1.54,7.8,7.82,87,12.31
2022-08-12 10:50:00,0.2,0.32,0.35,1.06,1.42,7.75,44.23,87,12.35
2022-08-12 10:55:00,0.23,0.26,0.51,1.26,1.77,7.73,31.97,87,12.55
2022-08-12 11:00:00,0.19,0.42,0.66,1.35,2.01,6.36,38.92,85,12.67
2022-08-12 11:05:00,0.6,0.31,0.74,1.61,2.35,6.37,50.23,85,12.66
2022-08-12 11:10:00,0.63,0.13,0.82,1.89,2.71,5.79,74.18,85,12.7
2022-08-12 11:15:00,0.6,0.22,0.74,1.67,2.41,5.26,20.29,85,13.04
2022-08-12 11:20:00,0.74,0.22,0.89,1.6,2.48,4.28,345.5,83,13.25
2022-08-12 11:25:00,0.91,0.4,1.02,1.82,2.84,7.46,26.62,82,13.61
2022-08-12 11:30:00,0.82,0.12,0.99,1.56,2.55,8.96,40.41,82,13.46
2022-08-12 11:35:00,0.97,0.2,1.23,1.5,2.73,6.44,56.83,80,14.15
2022-08-12 11:40:00,1.2,0.23,1.11,1.54,2.65,7.37,49.98,79,14.3
2022-08-12 11:45:00,1.5,0.21,1.43,1.71,3.14,5.89,43.24,79,14.16
2022-08-12 11:50:00,2.77,0.25,2.12,2.18,4.3,7.76,37.89,78,14.54
2022-08-12 11:55:00,3.04,0.26,2.16,2.85,5,6.47,46.12,79,14.36
2022-08-12 12:00:00,2.31,0.42,1.75,2.55,4.3,8.08,34.1,79,14.24
2022-08-12 12:05:00,2.08,0.44,1.75,2.76,4.51,7.01,25.67,79,14.16
2022-08-12 12:10:00,1.38,-0.08,1.38,2.53,3.91,7.92,39.92,80,14.13
2022-08-12 12:15:00,1.22,0.4,1.42,2.51,3.94,7.12,38.91,80,14.28
2022-08-12 12:20:00,1.33,0.5,1.54,2.49,4.03,10.11,2.63,80,14.3
2022-08-12 12:25:00,1.17,0.38,1.46,2.62,4.08,6.86,359.4,80,14.12
2022-08-12 12:30:00,1.19,0.19,1.33,2.52,3.84,7.35,29.87,81,14.29
2022-08-12 12:35:00,1.18,0.24,1.42,2.57,3.99,5.5,54.27,80,14.47
2022-08-12 12:40:00,1.21,0.16,1.52,2.43,3.95,6.29,25.92,79,14.68
2022-08-12 12:45:00,0.98,0.19,1.69,2.3,3.99,7.09,33.47,78,15.12
2022-08-12 12:50:00,1.27,0.56,1.74,2.29,4.03,6.59,73.39,76,15.59
2022-08-12 12:55:00,1.18,0.38,1.43,2.18,3.61,7.17,112.8,75,15.32
2022-08-12 13:00:00,1.2,0.25,1.17,2.14,3.31,5.76,59.43,75,15.49
2022-08-12 13:05:00,1.31,0.37,0.98,1.93,2.92,5.15,42.34,75,15.71
2022-08-12 13:10:00,1.39,0.54,0.74,1.76,2.5,7.1,61.3,74,15.8
2022-08-12 13:15:00,1.02,0.15,0.57,1.79,2.36,4.22,57.33,74,15.81
2022-08-12 13:20:00,0.91,0.18,0.55,1.9,2.45,5.83,36.76,74,15.83
2022-08-12 13:25:00,0.86,0.59,0.66,2.1,2.76,6.11,50.7,74,15.77
2022-08-12 13:30:00,0.61,0.09,0.72,2.21,2.93,8.09,51.95,76,15.79
2022-08-12 13:35:00,0.74,0.43,0.66,2.02,2.68,8.65,28.45,77,15.7
2022-08-12 13:40:00,0.58,0.35,0.88,2.24,3.13,9.03,10.62,76,15.68
2022-08-12 13:45:00,0.71,0.54,0.59,2.07,2.66,10.22,11.64,77,15.61
2022-08-12 13:50:00,0.57,0.65,0.57,2.26,2.83,8.7,24.2,78,15.5
2022-08-12 13:55:00,0.48,0.33,0.59,2.4,2.99,8.12,22.91,79,15.51
2022-08-12 14:00:00,0.42,0.28,0.7,2.15,2.86,7.73,66.83,79,15.8
2022-08-12 14:05:00,0.49,0.3,0.63,1.61,2.23,8.06,83,76,16.14
2022-08-12 14:10:00,0.46,0.26,0.54,1.52,2.06,7.46,59.56,75,16.27
2022-08-12 14:15:00,0.44,0.43,0.45,1.56,2.02,8.25,50.12,75,16.32
2022-08-12 14:20:00,0.66,0.09,0.48,1.62,2.1,6.31,64.62,75,16.14
2022-08-12 14:25:00,0.37,0.24,0.45,1.55,2,6.75,72.18,74,16.24
2022-08-12 14:30:00,0.42,0.32,0.41,1.5,1.91,5.13,69.25,74,16.39
2022-08-12 14:35:00,0.47,0.21,0.49,1.52,2.02,4.44,46.33,73,16.59
2022-08-12 14:40:00,0.34,0.25,0.62,1.74,2.37,5.39,98.3,74,16.67
2022-08-12 14:45:00,0.58,0.28,0.6,1.78,2.38,6.39,74.31,73,16.72
2022-08-12 14:50:00,0.59,0.35,0.78,2.01,2.79,6.06,82,73,16.67
2022-08-12 14:55:00,0.65,0.32,1.15,2.52,3.67,6.85,51.88,73,16.95
2022-08-12 15:00:00,0.89,0.36,1.16,2.35,3.5,6.32,44.64,71,17.27
2022-08-12 15:05:00,0.92,0.1,0.96,2.22,3.18,7.16,70.47,69,17.12
2022-08-12 15:10:00,0.9,0.38,0.84,2.15,2.99,8.19,60.2,68,17.27
2022-08-12 15:15:00,1.27,0.23,1.1,2.62,3.72,7.63,53.12,69,17.32
2022-08-12 15:20:00,0.97,0.29,0.84,2.55,3.39,9.36,23.38,69,17.38
2022-08-12 15:25:00,1.34,0.26,1.24,3.49,4.73,10.32,21.51,70,17.2
2022-08-12 15:30:00,1.41,0.67,1.73,3.87,5.6,9.86,1.2,74,17.26
2022-08-12 15:35:00,1.54,0.7,1.68,3.57,5.25,11.18,0.56,76,16.95
2022-08-12 15:40:00,1.15,0.74,1.25,3.29,4.54,12.3,6,76,16.79
2022-08-12 15:45:00,1.15,0.53,0.99,2.91,3.9,10.52,20.02,76,16.78
2022-08-12 15:50:00,1.23,1.2,0.91,2.93,3.83,10.21,2.35,75,16.84
2022-08-12 15:55:00,1.23,0.61,0.9,3.07,3.96,9.17,10.07,75,16.7
2022-08-12 16:00:00,1.23,0.49,0.92,3.33,4.25,8.14,18.72,76,16.58
2022-08-12 16:05:00,1.24,0.28,0.89,3.42,4.31,8.62,25.8,78,16.52
2022-08-12 16:10:00,1.11,0.51,0.9,3.35,4.25,6.44,38.47,77,16.7
2022-08-12 16:15:00,1.18,0.57,1.17,3.38,4.55,8.38,25.38,77,16.82
2022-08-12 16:20:00,1.16,0.23,1.51,3.17,4.69,8.38,36.13,76,17.04
2022-08-12 16:25:00,0.95,0.37,1.58,3.47,5.04,7.68,50.58,75,17.13
2022-08-12 16:30:00,1.01,0.3,1.05,3.35,4.4,8.71,54.49,76,17.03
2022-08-12 16:35:00,1.27,0.42,2.44,3.82,6.27,10.15,75.39,73,16.92
2022-08-12 16:40:00,1.28,0.26,1.02,3.16,4.18,9.59,78.74,74,16.99
2022-08-12 16:45:00,1.05,0.38,0.79,2.66,3.45,8.64,60.39,73,16.97
2022-08-12 16:50:00,0.99,0.05,0.71,2.52,3.23,8.59,69.19,74,16.99
2022-08-12 16:55:00,0.89,0.16,0.57,2.36,2.93,8.1,66.31,74,17
2022-08-12 17:00:00,0.77,0.36,0.45,2.01,2.45,8.58,64.6,74,17
2022-08-12 17:05:00,0.7,0.09,0.31,1.52,1.83,7.36,53.14,74,17
2022-08-12 17:10:00,0.66,0.3,0.24,1.52,1.76,8.46,43.33,74,17
2022-08-12 17:15:00,0.51,0.3,0.22,1.61,1.83,9.2,41.59,75,16.91
2022-08-12 17:20:00,0.38,0.53,0.15,1.43,1.58,8.86,44.14,74,16.82
2022-08-12 17:25:00,0.56,0.36,0.13,1.32,1.45,8.73,56.16,74,16.74
2022-08-12 17:30:00,0.48,0.27,0.08,1.18,1.27,9.31,73.05,75,16.5
2022-08-12 17:35:00,0.28,0.37,0.22,1.54,1.76,6.13,73.18,78,16.15
2022-08-12 17:40:00,0.15,0.42,0.11,1.21,1.32,7.54,92.5,81,15.85
2022-08-12 17:45:00,0.27,0.33,0.07,0.92,0.99,9.82,78.77,84,15.52
2022-08-12 17:50:00,0.12,0.57,0.07,0.7,0.77,9.48,76.65,86,15.35
2022-08-12 17:55:00,-0.09,0.26,0.06,0.6,0.66,7.57,65.67,88,15.3
2022-08-12 18:00:00,0.2,0.21,0.09,0.61,0.7,7.94,50.64,88,15.26
2022-08-12 18:05:00,0.16,0.15,0.09,0.71,0.8,7.11,53.48,88,15.38
2022-08-12 18:10:00,0.04,0.27,0.04,0.48,0.52,5.68,69.27,87,15.29
2022-08-12 18:15:00,0.07,0.23,0.07,0.45,0.52,4.91,74.47,88,15.21
2022-08-12 18:20:00,0.03,0.18,0.04,0.46,0.5,4.59,70.65,88,15.2
2022-08-12 18:25:00,0.13,0.42,0.12,0.44,0.55,3.62,85.9,88,15.3
2022-08-12 18:30:00,0.1,0.17,0.1,0.52,0.62,4.37,112.7,89,15.4
2022-08-12 18:35:00,0.05,0.63,0.09,0.57,0.66,4.73,99.3,89,15.4
2022-08-12 18:40:00,-0.1,0.42,0.12,0.56,0.68,4.64,84.6,89,15.38
2022-08-12 18:45:00,0.13,0.41,0.1,0.6,0.7,5.5,82.9,89,15.4
2022-08-12 18:50:00,0.22,0.19,0.11,0.57,0.68,4.68,99.2,89,15.43
2022-08-12 18:55:00,0.07,0.34,0.08,0.53,0.61,5.02,103.8,89,15.55
2022-08-12 19:00:00,0.13,0.26,0.05,0.52,0.57,5.3,101.2,87,15.69
2022-08-12 19:05:00,0.21,0.41,0.17,0.52,0.69,6.32,102.9,86,15.74
2022-08-12 19:10:00,0.26,0.62,0.95,1.03,1.98,8.54,128.1,87,15.71
2022-08-12 19:15:00,0.09,0.24,0.07,0.73,0.8,8.42,139.4,87,15.61
2022-08-12 19:20:00,-0.07,0.31,0.06,0.92,0.98,7.58,134.3,86,15.59
2022-08-12 19:25:00,0.42,0.34,0.13,1.06,1.19,5.54,124.2,86,15.5
2022-08-12 19:30:00,0.57,0.45,0.16,1.36,1.53,5.38,132.1,85,15.5
2022-08-12 19:35:00,0.35,0.44,0.17,1.37,1.54,6.17,139.1,86,15.45
2022-08-12 19:40:00,0.5,0.52,0.14,1.59,1.72,4.46,123.6,85,15.4
2022-08-12 19:45:00,0.49,0.42,0.37,2.37,2.73,4.06,106.5,85,15.4
2022-08-12 19:50:00,0.57,0.47,0.07,1.87,1.94,3.71,104.8,84,15.42
2022-08-12 19:55:00,0.66,0.5,0.01,1.69,1.7,4.25,69.07,85,15.51
2022-08-12 20:00:00,0.33,0.42,0.06,1.54,1.6,6.26,40.58,87,15.51
2022-08-12 20:05:00,0.38,0.53,0.24,1.35,1.59,8.5,30.95,89,15.15
2022-08-12 20:10:00,0.19,0.56,0.04,0.96,1,7.15,38.13,91,14.88
2022-08-12 20:15:00,0.18,0.5,0.28,1.3,1.58,5.6,50.66,92,14.75
2022-08-12 20:20:00,0.18,0.35,0.07,1.12,1.19,6.95,36.34,92,14.5
2022-08-12 20:25:00,0.13,0.51,0.02,0.92,0.94,8.22,27.81,94,14.5
2022-08-12 20:30:00,0.13,0.31,0.02,0.76,0.78,7.41,34.57,94,14.46
2022-08-12 20:35:00,0.25,0.6,0.01,0.76,0.78,5.11,58.27,94,14.27
2022-08-12 20:40:00,0.18,0.29,0.07,0.94,1.01,4.72,59.26,94,13.98
2022-08-12 20:45:00,0.24,0.41,0.03,1.31,1.34,4.81,61.27,94,13.9
2022-08-12 20:50:00,0.15,0.44,0.03,1.54,1.56,6.42,69.78,95,13.9
2022-08-12 20:55:00,0.29,0.32,0.02,1.55,1.56,6.15,81.9,95,13.9
2022-08-12 21:00:00,0.15,0.52,0.01,1.32,1.33,6.31,98.2,95,13.9
2022-08-12 21:05:00,0.22,0.46,0.03,1.16,1.19,6.59,91.3,95,13.9
2022-08-12 21:10:00,0.09,0.39,0.03,1.09,1.12,5.54,98.9,95,13.87
2022-08-12 21:15:00,0.13,0.49,0.02,1.09,1.11,4.15,117.9,95,13.87
2022-08-12 21:20:00,0,0.42,0.06,1.02,1.07,3.85,139.3,95,13.63
2022-08-12 21:25:00,-0.03,0.4,0.93,1.56,2.49,4.1,142.4,95,13.57
2022-08-12 21:30:00,0.12,0.24,0.76,1.28,2.05,5.04,149.4,95,13.33
2022-08-12 21:35:00,0.31,0.25,0.13,1.05,1.18,4.15,144.6,95,13.3
2022-08-12 21:40:00,-0.04,0.06,0.04,1.03,1.06,2.95,141.7,96,13.29
2022-08-12 21:45:00,-0.1,0.41,-0.01,1.06,1.06,3.2,86.9,96,13.2
2022-08-12 21:50:00,0.16,0.4,0.03,1.1,1.13,4.87,122.2,96,13.01
2022-08-12 21:55:00,-0.01,0.26,0.04,1.09,1.14,6.17,146.7,96,12.79
2022-08-12 22:00:00,0.06,0.46,0.04,0.91,0.95,5.21,123.9,96,12.53
2022-08-12 22:05:00,-0.26,0.44,0.01,1.02,1.03,5.24,129.5,96,12.75
2022-08-12 22:10:00,0.09,0.22,0.03,0.92,0.94,4.72,121.4,96,12.6
2022-08-12 22:15:00,0.08,0.44,0,0.88,0.88,3.63,147,96,12.64
2022-08-12 22:20:00,0.04,0.23,-0.01,0.85,0.84,4.43,145.6,97,12.71
2022-08-12 22:25:00,0.11,0.35,0.04,0.83,0.87,3.85,123.7,96,12.55
2022-08-12 22:30:00,0.24,0.41,0.04,0.8,0.84,3.32,136.1,96,12.69
2022-08-12 22:35:00,0.01,0.39,0.02,0.78,0.8,2.56,112.8,96,12.63
2022-08-12 22:40:00,-0.09,0.51,0.02,0.82,0.84,2.72,58.55,96,12.37
2022-08-12 22:45:00,0.26,0.74,-0.01,0.78,0.78,2.89,56.94,96,12.33
2022-08-12 22:50:00,-0.05,0.55,0.02,0.8,0.82,2.55,80.1,97,12.31
2022-08-12 22:55:00,0.15,0.51,0.08,0.7,0.78,2.43,104.1,97,12.07
2022-08-12 23:00:00,0.11,0.56,0.02,0.74,0.75,2.65,151.4,97,12.19
2022-08-12 23:05:00,0.03,0.55,0.04,0.62,0.66,3.09,184.2,97,11.92
2022-08-12 23:10:00,-0.2,0.41,0.04,0.53,0.58,3.93,195.3,97,11.67
2022-08-12 23:15:00,0.2,0.43,0.07,0.51,0.58,3.63,183.7,97,11.56
2022-08-12 23:20:00,-0.07,0.44,0.05,0.51,0.57,4.1,170.8,97,11.51
2022-08-12 23:25:00,-0.07,0.53,0.09,0.48,0.56,4.83,170,97,11.14
2022-08-12 23:30:00,-0.06,0.51,0.14,0.45,0.59,5.17,155.2,97,10.9
2022-08-12 23:35:00,0.24,0.42,0.07,0.5,0.57,4.83,136.2,97,11.14
2022-08-12 23:40:00,0.11,0.24,0.05,0.44,0.5,4.2,134.7,98,11.3
2022-08-12 23:45:00,0.08,0.6,0.02,0.47,0.49,3.57,128.9,98,11.33
2022-08-12 23:50:00,0,0.52,0.08,0.4,0.48,4.37,118.4,98,11.28
2022-08-12 23:55:00,0.05,0.4,0.11,0.37,0.49,5.01,104,98,11.17
2022-08-13 00:00:00,0.09,0.57,0.1,0.38,0.47,4.12,116.1,98,10.96
2022-08-13 00:05:00,0.14,0.5,0.04,0.37,0.41,2.88,112.8,98,11.16
2022-08-13 00:10:00,-0.16,0.48,0.03,0.33,0.36,2.32,118.5,98,11.13
2022-08-13 00:15:00,-0.12,0.22,-0.02,0.38,0.36,1.71,126.2,98,10.99
2022-08-13 00:20:00,-0.04,0.26,0.02,0.33,0.35,2.57,144.8,98,10.84
2022-08-13 00:25:00,0.08,0.27,-0.01,0.3,0.29,2.63,144.5,98,11.02
2022-08-13 00:30:00,0.1,0.52,-0.03,0.32,0.29,2.61,143.5,98,11.03
2022-08-13 00:35:00,0.1,0.41,-0.04,0.31,0.28,3.54,87.9,98,11.31
2022-08-13 00:40:00,0.16,0.48,0.06,0.32,0.38,5.05,78.67,98,11.02
2022-08-13 00:45:00,0.06,0.42,0.13,0.31,0.44,5.06,96.7,98,10.84
2022-08-13 00:50:00,-0.13,0.5,0.03,0.26,0.29,4.2,129.9,98,10.88
2022-08-13 00:55:00,-0.07,0.42,0.01,0.25,0.26,2.08,185.6,98,11.09
2022-08-13 01:00:00,-0.1,0.48,0.04,0.19,0.23,0.03,189.4,98,11.1
2022-08-13 01:05:00,0.27,0.31,0.06,0.24,0.29,0,0,98,10.96
2022-08-13 01:10:00,-0.14,0.72,0.13,0.21,0.34,0.35,189.4,98,10.9
2022-08-13 01:15:00,0.13,0.74,0.16,0.27,0.43,1.91,47.09,98,10.9
2022-08-13 01:20:00,-0.05,0.55,0.08,0.31,0.4,1.79,47.11,98,11.04
2022-08-13 01:25:00,0.07,0.7,0.15,0.29,0.44,1.81,83.6,98,11.14
2022-08-13 01:30:00,0.19,0.47,0.08,0.22,0.3,0.91,86.1,98,11.28
2022-08-13 01:35:00,-0.01,0.6,0.1,0.25,0.34,2.39,74.83,98,11.4
2022-08-13 01:40:00,-0.08,0.8,0.04,0.22,0.26,4.34,57.82,98,11.29
2022-08-13 01:45:00,0.15,0.53,0.04,0.17,0.21,5.12,53.27,98,11.18
2022-08-13 01:50:00,-0.15,0.92,0.02,0.16,0.17,5.19,42.19,98,11.26
2022-08-13 01:55:00,-0.02,1.07,-0.01,0.16,0.16,6.29,47.67,98,11.4
2022-08-13 02:00:00,-0.07,0.64,0,0.18,0.18,6.64,48.97,98,11.86
2022-08-13 02:05:00,0.13,0.64,Z/S,Z/S,Z/S,6.07,53.85,98,11.88
2022-08-13 02:10:00,0.27,0.64,Z/S,Z/S,Z/S,5.47,61.3,98,11.87
2022-08-13 02:15:00,-0.03,0.68,Z/S,Z/S,Z/S,6.11,65.32,97,11.88
2022-08-13 02:20:00,-0.02,0.56,Z/S,Z/S,Z/S,4.91,72.18,97,11.73
2022-08-13 02:25:00,-0.15,0.74,Z/S,Z/S,Z/S,3.84,83.7,97,11.66
2022-08-13 02:30:00,0.07,0.48,Z/S,Z/S,Z/S,4.1,91.8,97,11.62
2022-08-13 02:35:00,-0.05,0.4,Z/S,Z/S,Z/S,4.18,103.3,97,11.55
2022-08-13 02:40:00,0.21,0.26,Z/S,Z/S,Z/S,4.29,120.9,97,11.58
2022-08-13 02:45:00,0,0.4,Z/S,Z/S,Z/S,4.55,144.4,97,11.45
2022-08-13 02:50:00,-0.14,0.32,Z/S,Z/S,Z/S,3.87,182.7,97,11.44
2022-08-13 02:55:00,0.09,0.46,Z/S,Z/S,Z/S,3.12,212.4,98,11.7
2022-08-13 03:00:00,0.08,0.46,Z/S,Z/S,Z/S,2.59,187,98,11.75
2022-08-13 03:05:00,0.01,0.47,0.54,0.41,0.95,2.87,167,98,11.42
2022-08-13 03:10:00,0.3,0.7,14.99,1.93,16.92,3.24,188.7,97,11.28
2022-08-13 03:15:00,0.13,0.56,11.82,1.69,13.51,2.46,203.4,98,11.37
2022-08-13 03:20:00,0.13,0.81,15.24,2.86,18.1,2.56,192.8,98,11.37
2022-08-13 03:25:00,-0.01,0.69,5.97,1.06,7.03,2.34,198,98,11.3
2022-08-13 03:30:00,-0.1,0.72,1.73,1.05,2.78,2.66,206.7,98,11.32
2022-08-13 03:35:00,0.28,0.84,0.81,1.48,2.29,2.99,203.1,98,11.24
2022-08-13 03:40:00,0.25,0.89,5.53,1.6,7.13,3.86,200.1,98,11.11
2022-08-13 03:45:00,0.12,0.79,2.57,1.1,3.67,3.14,179.5,98,10.93
2022-08-13 03:50:00,0.11,0.72,0.72,1.01,1.73,2.68,54.36,98,10.9
2022-08-13 03:55:00,-0.03,0.87,0.14,0.78,0.92,4.26,47.23,98,11.13
