Wood Buffalo Environmental Association - Continuous Ambient Air Quality Monitoring Program
For authorized use only
AMS19, L1, 5Mn
Exported On:,2022/08/24,11:04
Date Range:,2022/5/23,0:00,to,2022/8/23,23:00

Date/Time, SO2 (ppb), H2S (ppb), THC (ppm), NO (ppb), NO2 (ppb), NOx (ppb), Wind Speed @ 10m (km/h), Wind Direction @ 10m (deg.), Relative Humidity (%), Temp @ 2m (deg. C)
2022-07-31 20:50:00,-0.08,0.93,2.18,-0.16,0.07,-0.1,6.69,27.55,64,13.84
2022-07-31 20:55:00,-0.14,1.15,2.24,-0.2,0.09,-0.12,7.09,23.07,63,13.8
2022-07-31 21:00:00,-0.22,1.17,2.25,-0.18,0.12,-0.06,7.38,22.53,64,13.31
2022-07-31 21:05:00,-0.13,1.04,2.2,-0.23,0.1,-0.13,6.82,28.28,66,13.05
2022-07-31 21:10:00,-0.2,0.89,2.18,-0.19,0.09,-0.1,7.41,28.66,65,13.09
2022-07-31 21:15:00,-0.14,1.08,2.19,-0.16,0.05,-0.12,7.5,29.43,66,12.76
2022-07-31 21:20:00,-0.04,1.16,2.15,-0.17,0.07,-0.1,6.95,34,66,12.77
2022-07-31 21:25:00,-0.13,1.05,2.15,-0.23,0.15,-0.08,6.71,32.33,66,12.72
2022-07-31 21:30:00,-0.07,1.29,2.13,-0.14,0.04,-0.1,7.14,26.35,65,12.92
2022-07-31 21:35:00,-0.14,0.96,2.14,-0.22,0.14,-0.08,7.7,24.88,64,13.13
2022-07-31 21:40:00,0.02,0.99,2.25,-0.18,0.06,-0.12,7.95,26.56,64,12.97
2022-07-31 21:45:00,-0.3,0.96,2.28,-0.19,0.07,-0.12,7.84,28.66,66,12.37
2022-07-31 21:50:00,-0.12,1.07,2.13,-0.22,0.14,-0.09,7.04,35.56,64,12.81
2022-07-31 21:55:00,-0.18,0.93,2.09,-0.15,0.03,-0.12,7.5,43.86,63,13.27
2022-07-31 22:00:00,-0.18,0.96,2.07,-0.18,0.05,-0.13,7.76,48.94,61,13.48
2022-07-31 22:05:00,-0.02,1.19,2.07,-0.16,0,-0.16,8.42,49.51,62,13.4
2022-07-31 22:10:00,0,1.12,2.13,-0.21,0.18,-0.03,7.3,57.07,62,13.39
2022-07-31 22:15:00,-0.13,0.96,2.13,-0.2,0.11,-0.09,6.24,51.13,61,13.53
2022-07-31 22:20:00,-0.33,0.92,2.08,-0.23,0.11,-0.11,6.24,54.13,60,13.69
2022-07-31 22:25:00,-0.22,1.21,2.08,-0.19,0.1,-0.09,7.31,53.99,60,13.7
2022-07-31 22:30:00,-0.03,1.15,2.12,-0.18,0.08,-0.09,8.37,55.13,60,13.47
2022-07-31 22:35:00,-0.27,0.9,2.1,-0.19,0.11,-0.09,7.91,59.67,61,13.32
2022-07-31 22:40:00,-0.09,1.05,2.06,-0.13,0.44,0.32,8.03,60.11,60,13.45
2022-07-31 22:45:00,-0.12,1.12,2.13,-0.16,0.1,-0.06,8.76,57.85,61,13
2022-07-31 22:50:00,-0.27,0.77,2.08,-0.18,0.11,-0.06,8.75,61.07,61,13.03
2022-07-31 22:55:00,-0.14,1.02,2.11,-0.2,0.09,-0.11,9.7,61.01,60,13.13
2022-07-31 23:00:00,-0.09,0.93,2.1,-0.2,0.1,-0.1,10.26,63.13,60,13
2022-07-31 23:05:00,-0.24,0.95,2.05,-0.12,0.18,0.06,10.07,67.81,60,13.04
2022-07-31 23:10:00,-0.17,1.35,2.08,-0.17,0.31,0.14,8.41,82.4,59,13.36
2022-07-31 23:15:00,-0.15,4.66,2.08,-0.15,0.19,0.03,9.45,88.5,60,13.67
2022-07-31 23:20:00,-0.16,5.89,2.08,-0.15,0.61,0.46,10.21,80.3,58,14.09
2022-07-31 23:25:00,-0.15,4.29,2.08,-0.16,0.73,0.57,9.73,73.58,58,14.01
2022-07-31 23:30:00,-0.2,3.26,2.08,-0.17,0.79,0.63,10.16,73.07,58,13.97
2022-07-31 23:35:00,-0.12,2.39,2.05,-0.13,1.08,0.96,9.8,79.06,58,13.96
2022-07-31 23:40:00,-0.13,2.03,2.03,-0.09,1.06,0.97,9.07,82.5,57,14.21
2022-07-31 23:45:00,-0.14,1.67,2.03,-0.16,0.76,0.6,9.59,88.9,57,14.46
2022-07-31 23:50:00,-0.25,1.31,2.02,-0.16,0.36,0.21,11.01,87.3,56,14.74
2022-07-31 23:55:00,-0.16,1.28,2.01,-0.2,0.28,0.08,11.13,83.9,55,14.87
2022-08-01 00:00:00,-0.16,1.43,2.02,-0.15,0.27,0.12,11.74,86.5,55,14.87
2022-08-01 00:05:00,-0.21,1.33,2.04,-0.19,0.76,0.57,12.97,87.7,54,15.06
2022-08-01 00:10:00,-0.26,1.44,2.05,-0.17,0.54,0.37,11.45,87.4,54,14.98
2022-08-01 00:15:00,0,1.69,2.05,-0.15,0.47,0.32,10.36,86.5,54,14.9
2022-08-01 00:20:00,-0.18,1.8,2.03,-0.19,0.95,0.77,9.99,85.5,55,14.75
2022-08-01 00:25:00,-0.15,1.41,2.04,-0.19,0.37,0.18,13.88,92.1,53,14.8
2022-08-01 00:30:00,-0.16,1.46,2.06,-0.19,0.13,-0.06,12.78,91.8,53,14.81
2022-08-01 00:35:00,-0.31,1.62,2.07,-0.17,0.34,0.17,9.84,81.7,55,14.42
2022-08-01 00:40:00,-0.18,1.7,2.06,-0.18,0.64,0.46,9.98,85.4,56,14.1
2022-08-01 00:45:00,-0.01,1.3,2.04,-0.2,0.64,0.44,11.29,90.4,56,14.04
2022-08-01 00:50:00,-0.16,1.45,2.05,-0.18,0.67,0.49,9.31,86.7,56,14.01
2022-08-01 00:55:00,-0.09,2.11,2.11,-0.18,0.91,0.73,8.21,86,57,13.82
2022-08-01 01:00:00,0.6,2.69,2.14,-0.18,2.22,2.05,6.7,102.5,58,13.69
2022-08-01 01:05:00,1.32,2.22,2.16,-0.15,2.58,2.42,6.37,90.2,61,13.29
2022-08-01 01:10:00,1.13,1.87,2.17,-0.15,2.85,2.7,7.32,101.5,61,13.07
2022-08-01 01:15:00,1.13,2.04,2.15,-0.17,1.95,1.77,6.59,110.8,62,12.91
2022-08-01 01:20:00,2.29,2.06,2.18,-0.16,1.32,1.17,7.61,110.3,63,12.82
2022-08-01 01:25:00,3.21,1.74,2.11,-0.16,1.01,0.86,9.06,112,63,12.73
2022-08-01 01:30:00,1.73,1.35,2.03,-0.15,0.53,0.38,10.71,106.7,63,12.76
2022-08-01 01:35:00,0.29,1.15,2.02,-0.17,0.32,0.15,9.58,117.1,64,12.67
2022-08-01 01:40:00,0.18,1.02,2.03,-0.15,0.36,0.21,10.9,121.4,63,12.71
2022-08-01 01:45:00,0.12,1.11,2.05,-0.07,0.59,0.52,11.43,128.6,64,12.45
2022-08-01 01:50:00,0.01,1.08,2.11,-0.17,0.31,0.14,9.93,127.3,65,12.19
2022-08-01 01:55:00,-0.11,1.07,2.11,-0.14,0.44,0.3,10.66,125.3,65,12.18
2022-08-01 02:00:00,0,1,2.09,-0.05,0.62,0.57,8.62,126.5,66,12.15
2022-08-01 02:05:00,-0.05,1.23,2.06,Z/S,Z/S,Z/S,8.08,127.4,66,12.1
2022-08-01 02:10:00,-0.04,1.31,2.04,Z/S,Z/S,Z/S,10.57,124.8,65,12.33
2022-08-01 02:15:00,-0.19,1.3,2.05,Z/S,Z/S,Z/S,9.83,123.1,64,12.4
2022-08-01 02:20:00,0.05,1.34,2.09,Z/S,Z/S,Z/S,10.26,123.3,64,12.42
2022-08-01 02:25:00,-0.18,1.46,2.08,Z/S,Z/S,Z/S,9.55,126.9,64,12.5
2022-08-01 02:30:00,-0.05,1.32,2.08,Z/S,Z/S,Z/S,9.95,129.1,64,12.51
2022-08-01 02:35:00,-0.1,1.49,2.06,Z/S,Z/S,Z/S,8.88,126.5,63,12.6
2022-08-01 02:40:00,-0.08,1.43,2.09,Z/S,Z/S,Z/S,8.64,127.8,64,12.6
2022-08-01 02:45:00,-0.19,1.43,2.06,Z/S,Z/S,Z/S,7.59,126,64,12.58
2022-08-01 02:50:00,-0.23,1.46,2.06,Z/S,Z/S,Z/S,9.42,131.1,63,12.66
2022-08-01 02:55:00,-0.16,1.38,2.05,Z/S,Z/S,Z/S,9.1,128,63,12.75
2022-08-01 03:00:00,-0.14,1.64,2.09,Z/S,Z/S,Z/S,9.38,124.8,62,12.88
2022-08-01 03:05:00,-0.18,1.78,2.12,-0.01,1.28,1.27,9.18,129.8,61,13.07
2022-08-01 03:10:00,-0.07,1.38,2.05,-0.08,0.91,0.83,8.79,133.8,61,13.16
2022-08-01 03:15:00,-0.05,1.37,2.06,-0.18,0.42,0.24,10.81,140.8,63,12.93
2022-08-01 03:20:00,-0.17,1.5,2.09,-0.22,0.75,0.54,10.33,134.7,62,13.05
2022-08-01 03:25:00,-0.3,1.32,2.11,-0.17,1.14,0.97,10.17,131.8,61,13.1
2022-08-01 03:30:00,-0.09,1.2,2.07,-0.06,1.83,1.77,10.28,132.1,61,13.06
2022-08-01 03:35:00,-0.04,1.23,2.02,-0.08,2.04,1.96,10.87,139.8,61,13.01
2022-08-01 03:40:00,-0.1,1.1,2.03,-0.04,1.85,1.81,8.72,148.5,62,13.05
2022-08-01 03:45:00,-0.11,0.95,2.04,-0.15,1.14,0.99,9.45,142.4,61,13.1
2022-08-01 03:50:00,-0.04,0.84,2.02,-0.05,1.01,0.96,10.54,139,61,13.1
2022-08-01 03:55:00,-0.04,0.87,2.01,-0.16,1.14,0.99,8.5,136.1,61,13.1
2022-08-01 04:00:00,-0.23,0.94,2.02,-0.11,1.54,1.44,9.56,135.4,60,13.06
2022-08-01 04:05:00,Z/S,0.79,Z/S,-0.2,2.06,1.85,8.99,139.3,61,12.98
2022-08-01 04:10:00,Z/S,0.96,Z/S,-0.15,2.1,1.95,9.47,141.4,61,12.9
2022-08-01 04:15:00,Z/S,0.97,Z/S,-0.04,2.37,2.33,9.81,143.4,62,12.99
2022-08-01 04:20:00,Z/S,0.81,Z/S,-0.02,1.85,1.83,9.91,141.6,61,13.1
2022-08-01 04:25:00,Z/S,0.91,Z/S,0.01,2.39,2.4,7.5,142.9,62,13.1
2022-08-01 04:30:00,Z/S,1,Z/S,0.07,2.48,2.55,9.03,142.5,61,13.06
2022-08-01 04:35:00,Z/S,1.01,Z/S,-0.01,1.76,1.75,10.58,148.4,61,13.08
2022-08-01 04:40:00,Z/S,0.83,Z/S,-0.02,1.07,1.05,10.77,145.2,61,13.17
2022-08-01 04:45:00,Z/S,0.88,Z/S,0.08,1.18,1.26,10.42,147.5,61,13.1
2022-08-01 04:50:00,Z/S,0.78,Z/S,0.09,1.19,1.27,10.63,146.8,61,13.1
2022-08-01 04:55:00,Z/S,0.99,Z/S,0.11,1.39,1.5,9.79,146.4,61,13.05
2022-08-01 05:00:00,Z/S,1,Z/S,0.1,1.39,1.49,10.49,144.2,62,12.93
2022-08-01 05:05:00,-0.24,Z/S,2.06,0.26,1.7,1.96,10.83,142.9,62,12.8
2022-08-01 05:10:00,-0.2,Z/S,2.05,0.38,2.39,2.77,10.17,142.6,62,12.8
2022-08-01 05:15:00,0.12,Z/S,2.04,0.1,1.37,1.47,10.4,146,62,12.8
2022-08-01 05:20:00,-0.2,Z/S,2.02,0.21,1.36,1.57,8.88,153.4,62,12.8
2022-08-01 05:25:00,-0.04,Z/S,2.04,0.51,2.31,2.82,8.75,148.3,62,12.8
2022-08-01 05:30:00,-0.09,Z/S,2.04,0.35,2.25,2.6,10,142.8,61,12.85
2022-08-01 05:35:00,-0.25,Z/S,2.05,0.03,1,1.03,10.3,143.8,61,12.99
2022-08-01 05:40:00,-0.11,Z/S,2.02,0.05,1.14,1.19,10.59,147,60,13.12
2022-08-01 05:45:00,-0.22,Z/S,2.01,0.08,1.2,1.29,11.22,144.9,60,13.24
2022-08-01 05:50:00,-0.11,Z/S,2,0.08,0.79,0.88,11.66,143,59,13.34
2022-08-01 05:55:00,0.01,Z/S,2.03,-0.04,0.75,0.71,11.08,146.9,59,13.43
2022-08-01 06:00:00,-0.22,Z/S,2.05,0.04,1.07,1.11,10.05,145.4,58,13.5
2022-08-01 06:05:00,-0.2,0.61,2.06,-0.02,0.91,0.89,10.71,144.4,59,13.5
2022-08-01 06:10:00,-0.25,0.53,2.06,0.16,1.02,1.18,11.28,146.6,58,13.53
2022-08-01 06:15:00,0.07,0.76,2.04,0.29,1.71,2,10.2,147.2,58,13.67
2022-08-01 06:20:00,-0.11,0.75,2.06,0.13,1.13,1.26,10.3,142.6,58,13.74
2022-08-01 06:25:00,-0.12,0.55,2.04,0.75,2.45,3.2,11.27,138,57,13.86
2022-08-01 06:30:00,-0.17,0.73,2.04,1,3.01,4,10.85,136.8,56,14.05
2022-08-01 06:35:00,-0.23,0.67,2.01,0.98,2.76,3.74,11.29,134.1,56,14.11
2022-08-01 06:40:00,-0.21,0.77,2.04,0.29,1.6,1.89,10.07,139.6,56,14.39
2022-08-01 06:45:00,-0.14,0.9,2.05,0.08,1.33,1.41,11.32,144.2,56,14.52
2022-08-01 06:50:00,-0.1,0.7,2.05,0.25,1.08,1.33,10.8,143.3,55,14.84
2022-08-01 06:55:00,-0.14,0.76,2.05,0.24,0.81,1.05,11.94,145.2,55,14.9
2022-08-01 07:00:00,-0.1,0.79,2.06,-0.04,0.6,0.56,11.05,147.9,55,14.99
2022-08-01 07:05:00,-0.21,0.59,2.04,-0.06,0.39,0.32,10.89,150.9,55,15.09
2022-08-01 07:10:00,-0.08,0.78,2.02,-0.02,0.41,0.4,11.05,142.4,54,15.18
2022-08-01 07:15:00,-0.23,0.77,2.01,-0.08,0.45,0.37,11.43,140,54,15.3
2022-08-01 07:20:00,-0.24,0.81,2.01,-0.13,0.41,0.28,11.09,137.6,54,15.38
2022-08-01 07:25:00,-0.13,0.88,2.01,-0.1,0.7,0.6,10.18,131.5,53,15.53
2022-08-01 07:30:00,-0.1,0.93,2.03,-0.05,0.53,0.47,10.6,131.6,54,15.69
2022-08-01 07:35:00,-0.07,0.91,2.05,-0.09,0.46,0.37,12.8,142.4,54,15.7
2022-08-01 07:40:00,-0.23,0.83,2.04,0.1,0.97,1.07,12.94,137.9,53,15.83
2022-08-01 07:45:00,-0.19,0.81,2.05,0.11,0.8,0.91,11.31,134.6,53,16
2022-08-01 07:50:00,-0.18,0.66,2.04,0.03,0.55,0.59,12.17,131.6,52,16.27
2022-08-01 07:55:00,-0.27,0.75,2.01,-0.03,0.43,0.4,11.31,126.2,50,16.57
2022-08-01 08:00:00,-0.16,0.78,2.01,-0.06,0.34,0.28,12.65,127.8,50,16.79
2022-08-01 08:05:00,-0.23,0.91,2.01,-0.14,0.37,0.24,11.77,142.4,49,17.1
2022-08-01 08:10:00,-0.32,0.85,1.99,-0.05,0.42,0.37,10.75,135.1,49,17.45
2022-08-01 08:15:00,-0.05,0.82,1.99,-0.08,0.31,0.22,11.51,130.9,49,17.67
2022-08-01 08:20:00,-0.07,0.93,2.02,-0.11,0.42,0.32,11.52,126.8,48,17.48
2022-08-01 08:25:00,-0.03,0.95,2.01,-0.09,0.34,0.25,12.75,127.8,47,17.77
2022-08-01 08:30:00,-0.06,0.83,2.03,-0.05,0.35,0.3,14.28,121,46,17.55
2022-08-01 08:35:00,-0.25,0.88,2,0.23,0.7,0.93,12.05,123.9,47,17.73
2022-08-01 08:40:00,-0.05,0.81,1.98,-0.13,0.15,0.03,14.73,115.2,44,17.75
2022-08-01 08:45:00,-0.04,0.75,2.01,-0.12,0.35,0.22,12.11,121.5,44,17.77
2022-08-01 08:50:00,-0.07,0.8,1.99,-0.16,0.25,0.1,12.2,133.4,45,17.79
2022-08-01 08:55:00,-0.25,0.91,2,-0.16,0.25,0.1,13.62,132.5,44,17.82
2022-08-01 09:00:00,-0.1,0.93,2,-0.09,0.23,0.14,13.76,139.9,44,17.94
2022-08-01 09:05:00,-0.22,0.78,2.01,-0.15,0.15,0,14.04,143.7,44,17.92
2022-08-01 09:10:00,-0.17,0.76,2.03,-0.13,0.26,0.12,13.85,153.9,45,17.86
2022-08-01 09:15:00,-0.23,0.85,2.04,-0.17,0.18,0.01,17.48,160.1,44,17.66
2022-08-01 09:20:00,-0.2,1.03,2.02,-0.17,0.11,-0.07,15.26,156.6,44,17.58
2022-08-01 09:25:00,-0.14,0.97,1.97,-0.15,0.18,0.03,13.89,135,45,17.72
2022-08-01 09:30:00,-0.2,0.79,1.99,-0.17,0.22,0.06,13.69,145.8,46,17.62
2022-08-01 09:35:00,-0.27,1.13,2.03,-0.15,0.15,-0.01,13.47,147.1,47,17.84
2022-08-01 09:40:00,-0.2,0.86,2.02,-0.19,0.12,-0.06,15.36,143.7,43,17.9
2022-08-01 09:45:00,-0.07,0.71,1.99,-0.15,0.2,0.05,17.37,142.4,42,18.02
2022-08-01 09:50:00,-0.3,0.85,1.98,-0.12,0.23,0.11,15.75,132.4,43,17.92
2022-08-01 09:55:00,-0.17,0.8,2.03,-0.14,0.23,0.09,12.56,144.8,43,18.2
2022-08-01 10:00:00,-0.08,0.84,2,-0.2,0.15,-0.05,14.96,144.9,44,18.27
2022-08-01 10:05:00,-0.08,0.87,2.02,-0.19,0.22,0.03,13.26,133.4,45,18.34
2022-08-01 10:10:00,-0.11,0.85,1.98,-0.05,0.32,0.27,13.91,124.3,44,18.72
2022-08-01 10:15:00,-0.14,1.06,1.99,-0.15,0.15,0,16.77,153.2,44,18.64
2022-08-01 10:20:00,-0.24,0.99,2,-0.09,0.22,0.12,17.05,132.9,44,18.32
2022-08-01 10:25:00,-0.39,0.86,2.03,-0.09,0.28,0.19,17.88,112.8,43,18.2
2022-08-01 10:30:00,-0.12,0.8,1.95,-0.14,0.17,0.03,16.26,112.4,44,17.9
2022-08-01 10:35:00,-0.11,0.94,1.99,-0.15,0.29,0.13,14.8,110.8,45,17.99
2022-08-01 10:40:00,0,0.92,2.01,-0.11,0.21,0.1,16.2,107.2,46,17.88
2022-08-01 10:45:00,-0.17,0.97,2.04,-0.14,0.34,0.2,17.9,109.8,46,17.8
2022-08-01 10:50:00,-0.17,1.15,1.99,-0.11,0.28,0.17,16.08,112.2,47,17.66
2022-08-01 10:55:00,-0.16,1,2,-0.17,0.35,0.18,14.89,107,48,17.62
2022-08-01 11:00:00,-0.06,1.12,2,-0.15,0.48,0.33,12.1,106.3,50,17.56
2022-08-01 11:05:00,0.14,0.87,2.01,0.03,0.64,0.66,13.88,105.9,49,17.43
2022-08-01 11:10:00,-0.22,0.8,2.01,-0.12,0.54,0.42,11.1,113.9,51,17.4
2022-08-01 11:15:00,-0.11,0.87,1.98,-0.1,0.96,0.86,11.89,109.6,50,17.38
2022-08-01 11:20:00,-0.24,1.01,2,-0.04,0.82,0.78,9.13,121.2,51,17.4
2022-08-01 11:25:00,0,0.99,2.01,-0.09,0.71,0.62,9.98,132.3,51,17.45
2022-08-01 11:30:00,0.04,1.03,2.02,-0.18,0.39,0.21,8.87,150.8,52,17.51
2022-08-01 11:35:00,-0.03,1,2.03,-0.18,0.19,0.01,11.53,152.1,52,17.47
2022-08-01 11:40:00,-0.07,0.99,1.98,-0.15,0.12,-0.04,11.16,143.4,52,17.31
2022-08-01 11:45:00,-0.05,1.28,2.04,-0.14,0.18,0.04,11.58,136.7,52,17.38
2022-08-01 11:50:00,-0.13,1.22,2,-0.15,0.27,0.12,13.96,144.8,54,17.29
2022-08-01 11:55:00,-0.07,0.99,2.02,-0.19,0.3,0.11,16.43,161.3,54,17.19
2022-08-01 12:00:00,-0.07,1.36,2.05,-0.17,0.16,-0.01,19.4,169.8,55,16.85
2022-08-01 12:05:00,-0.24,1.33,2.01,-0.15,0.25,0.1,17.27,168.2,59,16.38
2022-08-01 12:10:00,-0.2,1.16,2.01,-0.1,0.23,0.13,19.71,167.1,61,15.94
2022-08-01 12:15:00,-0.19,1.23,2,-0.13,0.06,-0.07,18.84,162,63,15.49
2022-08-01 12:20:00,-0.13,0.85,2.01,-0.12,0.24,0.12,18.77,156.6,66,15.22
2022-08-01 12:25:00,-0.13,1.03,2.02,-0.18,0.2,0.02,15.81,147.2,70,14.8
2022-08-01 12:30:00,-0.22,1.03,2.02,-0.18,0.25,0.07,13.32,137.4,71,14.7
2022-08-01 12:35:00,-0.08,1.14,2.03,-0.06,0.68,0.62,13.52,127.4,70,14.75
2022-08-01 12:40:00,-0.2,1.13,2.02,-0.01,0.69,0.68,13.09,116.5,69,14.83
2022-08-01 12:45:00,-0.18,1.07,1.99,-0.13,0.41,0.28,11.99,119.8,68,14.9
2022-08-01 12:50:00,-0.07,0.98,1.95,-0.03,0.45,0.42,12.97,122.1,68,15
2022-08-01 12:55:00,-0.14,0.99,1.96,0.15,0.71,0.86,14.84,113.3,67,15.08
2022-08-01 13:00:00,-0.13,1.08,1.97,0.01,0.56,0.57,15.08,113.3,67,15.16
2022-08-01 13:05:00,-0.15,1.07,1.97,-0.1,0.35,0.25,17.87,108.9,67,15.15
2022-08-01 13:10:00,-0.03,1.04,1.98,-0.06,0.52,0.47,18.48,112.7,67,15.29
2022-08-01 13:15:00,-0.16,0.98,2,-0.06,0.53,0.47,19.72,108.4,67,15.47
2022-08-01 13:20:00,-0.28,0.95,2,-0.1,0.54,0.44,15,111.7,68,15.45
2022-08-01 13:25:00,-0.06,0.9,2.01,-0.07,0.4,0.33,17.3,112.8,66,15.37
2022-08-01 13:30:00,-0.11,1.06,2,-0.12,0.37,0.25,16.93,108.4,66,15.32
2022-08-01 13:35:00,-0.12,1.06,2,-0.13,0.48,0.35,15.96,107.8,66,15.2
2022-08-01 13:40:00,0.27,1,1.99,-0.13,0.4,0.27,17.78,108.2,67,15.03
2022-08-01 13:45:00,1.58,1.07,1.99,-0.07,0.42,0.35,17.28,111.1,68,14.92
2022-08-01 13:50:00,7.8,1.14,2.04,0.01,0.91,0.91,15.17,111.8,68,15.15
2022-08-01 13:55:00,10.04,1.02,2.02,0.12,1.29,1.4,13.36,111.3,68,15.28
2022-08-01 14:00:00,18.87,1.23,2.03,0.27,1.72,1.99,15.6,108.4,67,15.46
2022-08-01 14:05:00,20.15,1.17,2.03,0.39,1.64,2.03,15.8,109.2,67,15.63
2022-08-01 14:10:00,12.19,1.15,2.02,0.04,0.93,0.97,17,106.7,66,15.57
2022-08-01 14:15:00,8.02,1.26,2.02,0.08,0.74,0.82,17.04,105.3,66,15.8
2022-08-01 14:20:00,4.98,0.96,1.99,0.02,0.64,0.66,19.43,105.2,65,15.85
2022-08-01 14:25:00,4.61,0.89,2.04,0.13,0.74,0.87,19.97,114.1,65,16.06
2022-08-01 14:30:00,3.88,1.02,2.02,0.16,0.48,0.64,20.13,112.2,63,16.35
2022-08-01 14:35:00,2.33,1.05,1.99,-0.02,0.43,0.41,17.25,110.8,62,16.64
2022-08-01 14:40:00,0.86,0.83,2.01,-0.1,0.31,0.21,17.99,120,60,17.05
2022-08-01 14:45:00,1.92,1.21,1.99,0,0.49,0.49,16.8,110.6,61,17.03
2022-08-01 14:50:00,2.17,1.08,2,-0.04,0.33,0.28,20.46,100.1,61,16.91
2022-08-01 14:55:00,3.54,0.98,1.99,-0.08,0.42,0.33,21.45,102.1,60,16.99
2022-08-01 15:00:00,2.44,1.3,2,-0.13,0.43,0.31,19.73,104.1,61,16.93
2022-08-01 15:05:00,2.94,1.22,2.02,-0.01,0.56,0.55,19.3,106.5,61,16.99
2022-08-01 15:10:00,1.91,1.18,1.99,0.09,0.81,0.9,16.28,107.7,60,17.16
2022-08-01 15:15:00,2.18,1.34,1.98,0.09,0.59,0.67,18.04,105.1,59,17.58
2022-08-01 15:20:00,3.48,1.21,2.03,0.4,1.17,1.57,14.66,112.2,59,18
2022-08-01 15:25:00,2.19,1.41,2.05,0.33,1.16,1.49,17.06,88.7,59,18.05
2022-08-01 15:30:00,0.78,1.31,2.03,0.08,0.75,0.83,15.49,93.5,59,17.94
2022-08-01 15:35:00,1.45,1.19,1.98,0.04,0.52,0.56,17.4,109.6,58,18.01
2022-08-01 15:40:00,1.13,1.25,1.99,0.12,0.67,0.79,19.35,84.4,59,17.96
2022-08-01 15:45:00,1.17,1.23,2.04,0.45,1.32,1.77,18.37,87.5,60,17.64
2022-08-01 15:50:00,1.42,1.3,2,1.19,2.85,4.04,18.44,79.82,60,17.48
2022-08-01 15:55:00,3.94,1.35,2.03,0.66,1.96,2.62,19.35,78.33,60,17.39
2022-08-01 16:00:00,0.48,1.19,2.05,0.15,0.78,0.93,17.06,88.1,60,17.31
2022-08-01 16:05:00,0.97,1.27,2.03,0.49,1.54,2.03,16.89,81.9,60,17.64
2022-08-01 16:10:00,2.07,1.2,1.99,0.16,0.73,0.88,20.39,87.5,59,17.66
2022-08-01 16:15:00,1.64,1.26,2.02,-0.09,0.48,0.39,20.11,83,59,17.45
2022-08-01 16:20:00,2.65,1.16,2.02,0.15,1.01,1.16,19.73,82,60,17.36
2022-08-01 16:25:00,5.09,1.37,1.99,0.45,1.98,2.42,16.6,86,60,17.38
2022-08-01 16:30:00,2.14,1.31,2.01,0.06,1.23,1.29,14.37,84.3,61,17.37
2022-08-01 16:35:00,3.27,1.34,2.04,0.22,1.65,1.87,15.12,88.7,61,17.25
2022-08-01 16:40:00,3.28,1.28,2.04,0.11,1.8,1.92,14.52,85.1,61,17.22
2022-08-01 16:45:00,2.69,1.63,1.99,0.29,1.9,2.19,15.41,82.2,61,17.2
2022-08-01 16:50:00,0.63,1.51,2,0.25,1.73,1.98,16.25,78.65,62,17.16
2022-08-01 16:55:00,2.03,1.48,2,0.02,0.87,0.9,17.68,89.2,62,17.09
2022-08-01 17:00:00,2.47,1.07,2,-0.11,0.39,0.28,17.43,65.84,63,17.12
2022-08-01 17:05:00,0.39,1.17,1.99,-0.15,0.19,0.04,21.27,58.33,63,16.85
2022-08-01 17:10:00,0.29,1,2.01,-0.21,0.24,0.02,19.04,66.88,64,16.76
2022-08-01 17:15:00,0.13,1.44,2.04,0.18,1.19,1.37,20.64,78,64,16.67
2022-08-01 17:20:00,0.24,1.44,2.01,0.15,1.14,1.29,22.16,71.92,64,16.69
2022-08-01 17:25:00,0.15,1.18,1.97,-0.18,0.24,0.06,22.69,64.6,65,16.6
2022-08-01 17:30:00,0.11,1.25,1.99,-0.14,0.19,0.05,21.83,70.58,65,16.49
2022-08-01 17:35:00,0.21,1.31,1.99,-0.14,0.3,0.16,17.71,64.69,66,16.72
2022-08-01 17:40:00,0.04,1.43,2,-0.16,0.32,0.16,20.63,68.38,66,16.65
2022-08-01 17:45:00,-0.03,1.19,1.96,-0.15,0.21,0.06,23.23,65.99,67,16.37
2022-08-01 17:50:00,0.04,1.35,1.98,-0.16,0.21,0.05,22.37,62.31,68,16.13
2022-08-01 17:55:00,-0.13,1.2,1.99,-0.16,0.24,0.09,22.21,69.66,68,16.09
2022-08-01 18:00:00,0.06,1.19,2.04,-0.14,0.14,0,23.85,66.29,67,16.07
2022-08-01 18:05:00,-0.04,1.16,2,-0.21,0.16,-0.05,20.05,67.07,67,15.92
2022-08-01 18:10:00,0.03,1.48,2,-0.16,0.14,-0.02,22.9,67.77,67,15.83
2022-08-01 18:15:00,-0.14,1.28,1.98,-0.14,0.22,0.08,22.39,68.11,68,15.68
2022-08-01 18:20:00,0.01,1.3,1.98,0.55,2.17,2.71,22.01,71.9,69,15.62
2022-08-01 18:25:00,0,1.53,2,1.8,5.04,6.83,22.42,77.24,68,15.65
2022-08-01 18:30:00,0.04,1.33,1.97,1.3,5.3,6.6,16.05,79.8,68,15.66
2022-08-01 18:35:00,0.22,1.36,2.02,0.4,2.69,3.09,19.09,73.96,68,15.56
2022-08-01 18:40:00,0.04,1.49,2.01,0.2,1.46,1.65,19.77,75.7,69,15.4
2022-08-01 18:45:00,0.07,1.8,1.98,0.56,2.46,3.02,20.23,72.17,69,15.34
