Wood Buffalo Environmental Association - Continuous Ambient Air Quality Monitoring Program
For authorized use only
AMS27, L1, 5Mn
Exported On:,2022/08/24,11:06
Date Range:,2022/5/23,0:00,to,2022/8/23,23:00

Date/Time, SO2 (ppb), H2S (ppb), NO (ppb), NO2 (ppb), NOx (ppb), Temperature (deg. C), Relative Humidity (%), Wind Speed @ 10m (km/h), Wind Dir @ 10m (deg)
2022-07-29 19:30:00,-0.1,-0.17,0.33,0.17,0.51,17.71,81,4.7,78.27
2022-07-29 19:35:00,-0.07,-0.15,0.14,0.39,0.53,17.57,81,4.46,86.6
2022-07-29 19:40:00,-0.14,-0.15,0.21,0.37,0.57,17.49,82,4.04,97.9
2022-07-29 19:45:00,-0.03,-0.25,0.11,0.56,0.67,17.36,83,2.6,135.9
2022-07-29 19:50:00,-0.04,-0.18,0.01,0.44,0.45,17.12,85,2.47,114.4
2022-07-29 19:55:00,-0.15,-0.24,0.07,0.17,0.24,16.86,85,3.78,88.4
2022-07-29 20:00:00,-0.03,-0.27,0.1,0.17,0.27,16.7,86,3.49,97.5
2022-07-29 20:05:00,0.12,-0.26,-0.28,0.31,0.03,16.62,86,3.43,76.68
2022-07-29 20:10:00,0.04,-0.17,-0.34,0.29,-0.05,16.45,86,3.22,119.6
2022-07-29 20:15:00,-0.1,-0.18,-0.29,0.45,0.16,16.11,88,2.93,167.8
2022-07-29 20:20:00,-0.12,-0.17,-0.17,0.3,0.13,15.93,89,2.74,123.7
2022-07-29 20:25:00,0.2,-0.14,-0.01,0.31,0.29,15.81,90,3.62,92.2
2022-07-29 20:30:00,-0.04,-0.03,0.16,0.25,0.4,15.74,89,3.95,108.2
2022-07-29 20:35:00,0.09,-0.12,0.18,0.18,0.36,15.52,89,2.4,107.2
2022-07-29 20:40:00,-0.08,-0.11,0.18,0.21,0.39,15.34,90,2.68,117.6
2022-07-29 20:45:00,-0.07,0.02,0.12,0.33,0.45,15.3,91,2.42,144.3
2022-07-29 20:50:00,-0.15,0.02,0.14,0.24,0.38,15.28,91,2.2,112.2
2022-07-29 20:55:00,-0.01,0.07,0.03,0.12,0.15,15.19,91,2.3,79.16
2022-07-29 21:00:00,-0.19,-0.08,-0.11,0.28,0.18,15.07,91,3.48,94.2
2022-07-29 21:05:00,-0.01,-0.15,0.09,0.02,0.1,14.87,91,3.16,119.9
2022-07-29 21:10:00,-0.01,-0.05,-0.04,0.08,0.04,14.93,92,3.76,100.9
2022-07-29 21:15:00,-0.19,0.02,0.02,0.29,0.31,14.96,92,3.7,121.2
2022-07-29 21:20:00,-0.12,-0.05,0.02,0.58,0.61,15,92,3.27,126.9
2022-07-29 21:25:00,-0.1,0.28,0.14,0.36,0.49,15.18,91,4.42,99.9
2022-07-29 21:30:00,-0.04,0.32,0.06,0.43,0.49,15.14,90,3.99,104.8
2022-07-29 21:35:00,0,0.17,0.39,0.12,0.52,14.97,91,4.52,101.5
2022-07-29 21:40:00,-0.11,0.27,0.31,0.34,0.66,15.31,91,5.58,106.8
2022-07-29 21:45:00,-0.09,0.57,0.16,0.3,0.46,15.5,89,3.44,108.9
2022-07-29 21:50:00,-0.19,0.54,0.16,0.23,0.39,15.49,89,3.09,62.28
2022-07-29 21:55:00,-0.1,0.35,-0.15,0.54,0.39,15.33,90,2.43,84
2022-07-29 22:00:00,0.07,0.21,0.06,0.25,0.31,15.08,91,2.46,69.01
2022-07-29 22:05:00,-0.12,0.21,0.07,0.33,0.39,14.75,91,4.46,108.9
2022-07-29 22:10:00,-0.03,0.11,0,0.28,0.28,14.8,93,5.35,94.9
2022-07-29 22:15:00,-0.07,0.02,-0.27,0.55,0.28,14.97,92,3.98,107.7
2022-07-29 22:20:00,0.04,-0.08,-0.4,0.72,0.33,15.07,91,3.48,107
2022-07-29 22:25:00,0.09,0.15,-0.46,0.39,-0.07,15.03,91,4.13,95.6
2022-07-29 22:30:00,-0.07,0.56,-0.48,0.41,-0.06,15.11,92,4.93,67.65
2022-07-29 22:35:00,0.14,0.36,-0.42,0.8,0.38,15.41,92,4.75,46.84
2022-07-29 22:40:00,0.06,0.12,-0.36,1,0.64,15.38,90,2.03,30.54
2022-07-29 22:45:00,-0.09,0.06,-0.18,0.86,0.69,15.12,91,2.24,106.8
2022-07-29 22:50:00,-0.07,-0.02,-0.04,0.64,0.6,15.04,92,4.8,123.3
2022-07-29 22:55:00,0.01,-0.09,0.16,0.34,0.51,15.56,92,3.92,97
2022-07-29 23:00:00,0.04,-0.06,0.18,0.39,0.57,15.72,91,2.74,72.06
2022-07-29 23:05:00,-0.06,0.16,0.27,0.3,0.57,15.68,91,3.61,75.65
2022-07-29 23:10:00,-0.03,0.13,0.02,0.44,0.46,15.6,91,5.66,79.05
2022-07-29 23:15:00,-0.07,-0.01,0.07,0.48,0.55,15.73,91,4.29,75.29
2022-07-29 23:20:00,0.09,0.01,0.26,1.05,1.31,15.8,90,3.01,125.4
2022-07-29 23:25:00,0.22,-0.01,0.1,1.03,1.13,15.69,91,3.89,56.3
2022-07-29 23:30:00,0.16,-0.05,-0.08,0.65,0.57,15.56,91,3.03,102.2
2022-07-29 23:35:00,0.11,-0.08,-0.17,0.3,0.13,15.47,92,3.1,84.4
2022-07-29 23:40:00,0.18,-0.13,-0.36,0.42,0.07,15.52,92,3.36,108
2022-07-29 23:45:00,0.08,-0.06,-0.24,0.25,0.01,15.51,92,2.39,175.8
2022-07-29 23:50:00,0.07,0.15,-0.32,0.37,0.05,15.64,92,2.44,65.58
2022-07-29 23:55:00,0.1,0.22,-0.12,0.32,0.2,15.63,92,2.83,90.7
2022-07-30 00:00:00,0,0.16,-0.09,0.16,0.07,15.6,92,3.01,107.8
2022-07-30 00:05:00,-0.02,0.08,Z/S,Z/S,Z/S,15.51,92,2.98,84.3
2022-07-30 00:10:00,-0.06,-0.01,Z/S,Z/S,Z/S,15.56,92,4.02,110.5
2022-07-30 00:15:00,-0.03,-0.04,Z/S,Z/S,Z/S,15.52,92,3.64,94.1
2022-07-30 00:20:00,0.03,-0.09,39.25,303.2,342.5,15.58,93,4.2,72.08
2022-07-30 00:25:00,0.09,-0.03,Z/S,Z/S,Z/S,15.52,93,3.85,82.8
2022-07-30 00:30:00,0.13,0.08,Z/S,Z/S,Z/S,15.54,93,2.22,172.4
2022-07-30 00:35:00,0.22,0.36,Z/S,Z/S,Z/S,15.69,93,2.36,165.9
2022-07-30 00:40:00,0.1,0.21,Z/S,Z/S,Z/S,15.71,93,4.3,138.5
2022-07-30 00:45:00,-0.1,-0.01,Z/S,Z/S,Z/S,15.8,92,4.07,99.1
2022-07-30 00:50:00,0.06,-0.01,0.11,0.44,0.55,15.77,92,2.94,88.5
2022-07-30 00:55:00,0.11,-0.17,Z/S,Z/S,Z/S,15.7,92,3.39,72.91
2022-07-30 01:00:00,0.02,-0.17,Z/S,Z/S,Z/S,15.65,92,2.48,140.6
2022-07-30 01:05:00,-0.05,-0.13,0.07,0.77,0.84,15.6,92,3.09,143
2022-07-30 01:10:00,-0.09,-0.07,0.01,0.59,0.6,15.67,91,5.16,88.2
2022-07-30 01:15:00,-0.07,-0.16,0.21,0.46,0.67,15.6,91,5.65,102.9
2022-07-30 01:20:00,0.02,-0.17,0.27,0.54,0.81,15.62,91,2.6,115.4
2022-07-30 01:25:00,-0.01,-0.27,0.18,0.49,0.67,15.64,90,2.1,195.5
2022-07-30 01:30:00,0.02,-0.19,0.17,0.49,0.66,15.65,90,3.14,189.3
2022-07-30 01:35:00,-0.09,-0.18,0.34,0.25,0.58,15.7,90,3,151.5
2022-07-30 01:40:00,0.04,-0.15,-0.04,0.49,0.44,15.58,90,3.53,120.9
2022-07-30 01:45:00,-0.03,-0.21,0.07,0.19,0.26,15.4,91,2.74,173.9
2022-07-30 01:50:00,-0.11,-0.19,-0.02,0.21,0.19,15.16,91,2.77,97.9
2022-07-30 01:55:00,0.07,-0.17,0.14,0.25,0.39,14.97,92,4.1,126.7
2022-07-30 02:00:00,0.06,-0.25,0.29,0.12,0.41,14.87,92,3.26,132.9
2022-07-30 02:05:00,Z/S,-0.2,0.26,0.23,0.49,14.81,92,4.46,139.7
2022-07-30 02:10:00,Z/S,-0.15,0.3,0.06,0.36,14.8,93,4.38,140.8
2022-07-30 02:15:00,Z/S,-0.25,0.05,0.3,0.35,14.82,93,3.57,133.8
2022-07-30 02:20:00,341.4,-0.22,0.22,0.11,0.33,14.9,92,5.95,120.2
2022-07-30 02:25:00,Z/S,-0.21,0.42,-0.03,0.38,14.9,92,4.9,147.7
2022-07-30 02:30:00,Z/S,-0.14,0.2,0.23,0.43,14.84,92,3.55,139.7
2022-07-30 02:35:00,Z/S,-0.17,0.19,0.19,0.38,14.8,92,4.48,123.1
2022-07-30 02:40:00,Z/S,-0.21,0.06,0.53,0.58,14.8,92,5.06,144
2022-07-30 02:45:00,Z/S,-0.19,0.07,0.38,0.45,14.78,92,4.32,141.3
2022-07-30 02:50:00,-0.21,-0.12,-0.02,0.59,0.57,14.72,92,3.68,129.1
2022-07-30 02:55:00,Z/S,-0.1,0.11,0.45,0.56,14.61,92,5.06,119.6
2022-07-30 03:00:00,Z/S,-0.11,0.06,0.71,0.77,14.61,92,5.33,111.1
2022-07-30 03:05:00,-0.25,Z/S,0.1,0.9,0.99,14.55,92,5.52,119.2
2022-07-30 03:10:00,-0.27,Z/S,0.27,0.6,0.88,14.6,92,4.89,115.1
2022-07-30 03:15:00,-0.35,Z/S,0.34,0.68,1.02,14.52,93,3.91,95.6
2022-07-30 03:20:00,-0.4,41.31,0.43,0.38,0.81,14.51,93,4.62,103.4
2022-07-30 03:25:00,-0.21,Z/S,0.36,0.38,0.73,14.55,93,3.66,100.8
2022-07-30 03:30:00,-0.23,Z/S,0.19,0.47,0.66,14.54,93,4.46,93.5
2022-07-30 03:35:00,-0.25,Z/S,0.16,0.63,0.79,14.66,93,5.03,104.5
2022-07-30 03:40:00,-0.2,Z/S,0.24,0.71,0.95,14.73,93,4.59,92.5
2022-07-30 03:45:00,-0.3,Z/S,0.4,0.57,0.98,14.8,93,4.66,76.02
2022-07-30 03:50:00,-0.21,-0.1,0.42,0.52,0.94,14.8,92,5.42,63.43
2022-07-30 03:55:00,-0.08,Z/S,0.31,0.66,0.97,14.7,93,7.48,37.59
2022-07-30 04:00:00,-0.11,Z/S,0.37,0.59,0.96,14.51,93,7.15,36.37
2022-07-30 04:05:00,-0.06,-0.09,0.24,0.26,0.5,14.19,94,7.58,58.07
2022-07-30 04:10:00,-0.26,0.1,0.06,0.57,0.62,14.1,95,5.99,104.2
2022-07-30 04:15:00,-0.04,0.1,0.11,0.95,1.05,14.21,96,4.44,131.1
2022-07-30 04:20:00,0.06,0.1,0.06,1.34,1.4,14.35,96,4.87,112.2
2022-07-30 04:25:00,-0.11,0.14,-0.14,1.41,1.27,14.44,97,4.68,191.8
2022-07-30 04:30:00,-0.19,0.05,0.21,0.84,1.05,14.5,97,3.44,185.5
2022-07-30 04:35:00,-0.17,0.06,0.23,0.73,0.96,14.5,97,5.19,67.95
2022-07-30 04:40:00,0.04,0,-0.07,0.94,0.87,14.5,98,2.52,51.29
2022-07-30 04:45:00,-0.22,0.07,0.01,0.85,0.86,14.41,98,3.13,24.24
2022-07-30 04:50:00,-0.05,0.14,0.02,0.94,0.96,14.36,98,2.39,15.7
2022-07-30 04:55:00,-0.09,0.1,-0.04,1.27,1.23,14.3,98,2.57,266.4
2022-07-30 05:00:00,-0.1,-0.01,-0.15,1.18,1.03,14.31,98,3,165.9
2022-07-30 05:05:00,-0.05,0.02,0.4,1.09,1.49,14.45,99,3.45,142.9
2022-07-30 05:10:00,-0.19,0.08,0.58,1.35,1.93,14.5,99,4.67,117.7
2022-07-30 05:15:00,-0.11,0.08,0.1,0.73,0.83,14.55,99,4.73,135.6
2022-07-30 05:20:00,-0.17,-0.01,0.27,0.46,0.73,14.6,99,4.28,131.7
2022-07-30 05:25:00,-0.1,-0.03,0.39,0.64,1.02,14.6,99,6.77,135.9
2022-07-30 05:30:00,-0.16,-0.06,0.53,0.38,0.92,14.66,99,6.34,137.1
2022-07-30 05:35:00,-0.27,-0.11,0.37,0.55,0.92,14.7,99,5.24,152.9
2022-07-30 05:40:00,-0.03,-0.14,0.14,0.48,0.61,14.7,99,5.76,135.5
2022-07-30 05:45:00,-0.06,-0.09,-0.26,0.63,0.37,14.71,99,5.61,121.5
2022-07-30 05:50:00,-0.24,-0.13,-0.14,0.39,0.25,14.72,99,5.71,101.9
2022-07-30 05:55:00,-0.11,-0.09,-0.02,0.1,0.08,14.71,99,3.92,147.5
2022-07-30 06:00:00,-0.02,0.01,-0.06,0.07,0.02,14.78,99,3.86,131.3
2022-07-30 06:05:00,-0.02,-0.13,-0.34,0.58,0.24,14.79,99,6.35,131.4
2022-07-30 06:10:00,-0.03,-0.01,-0.39,0.79,0.4,14.79,99,4.39,122.9
2022-07-30 06:15:00,-0.09,-0.06,-0.11,0.37,0.25,14.7,99,5.16,108
2022-07-30 06:20:00,-0.09,-0.21,0,0.12,0.12,14.7,99,4.02,90.8
2022-07-30 06:25:00,-0.07,-0.1,0.01,0.06,0.07,14.7,99,2.72,31.76
2022-07-30 06:30:00,-0.22,-0.05,-0.08,0.12,0.05,14.68,99,4.39,28.99
2022-07-30 06:35:00,-0.27,-0.09,-0.05,0.3,0.26,14.5,99,4.18,31.03
2022-07-30 06:40:00,-0.06,0.01,0.07,0.5,0.57,14.45,99,3.69,47.91
2022-07-30 06:45:00,-0.1,-0.1,0.26,0.77,1.03,14.44,99,4.65,49.49
2022-07-30 06:50:00,0.04,-0.01,0.1,1.04,1.14,14.43,99,4.49,52.08
2022-07-30 06:55:00,-0.06,-0.02,0.07,1.01,1.08,14.5,99,4.33,55.5
2022-07-30 07:00:00,-0.19,-0.01,0.1,0.91,1.01,14.51,99,4.28,49.39
2022-07-30 07:05:00,-0.03,-0.08,0.05,0.8,0.85,14.58,100,4.31,48.36
2022-07-30 07:10:00,0.12,-0.02,0.19,0.55,0.74,14.66,100,2.72,52.99
2022-07-30 07:15:00,-0.04,-0.04,0.07,0.57,0.64,14.72,100,2.41,54.56
2022-07-30 07:20:00,-0.13,-0.03,0,0.63,0.63,14.85,100,2.6,25.17
2022-07-30 07:25:00,-0.12,-0.02,0.06,0.64,0.7,14.85,100,4.35,45.26
2022-07-30 07:30:00,0.12,-0.07,0.1,0.65,0.74,14.81,100,4.6,26.75
2022-07-30 07:35:00,0.07,-0.06,-0.19,0.6,0.4,14.9,100,3.97,39.52
2022-07-30 07:40:00,-0.05,-0.11,-0.37,0.51,0.14,14.89,100,4.57,46.47
2022-07-30 07:45:00,0.04,-0.03,-0.25,0.63,0.38,14.8,100,5.1,55.02
2022-07-30 07:50:00,-0.09,-0.08,-0.17,0.8,0.63,14.76,100,5.31,30.31
2022-07-30 07:55:00,0.03,-0.09,0.13,1.33,1.46,14.56,100,5.56,26.57
2022-07-30 08:00:00,0.04,-0.08,0.39,2.03,2.42,14.46,100,6.2,42.06
2022-07-30 08:05:00,0.12,-0.03,0.52,2.12,2.64,14.42,100,5.46,38.98
2022-07-30 08:10:00,0.26,-0.18,0.78,1.79,2.58,14.4,100,4.97,32.15
2022-07-30 08:15:00,0.07,-0.11,0.38,1.66,2.04,14.4,100,5.69,28.84
2022-07-30 08:20:00,0.09,-0.13,-0.12,1.1,0.99,14.41,100,5.3,41.38
2022-07-30 08:25:00,0.01,0.03,-0.01,0.76,0.75,14.4,100,6.83,36.07
2022-07-30 08:30:00,-0.01,-0.08,0.02,0.43,0.45,14.4,100,7.63,34.12
2022-07-30 08:35:00,-0.03,-0.22,0.34,0.18,0.52,14.17,100,7.6,9.68
2022-07-30 08:40:00,-0.09,-0.16,0.55,0.03,0.58,13.69,100,7.72,9.64
2022-07-30 08:45:00,-0.07,-0.16,0.46,0.05,0.51,13.54,100,4.85,19.65
2022-07-30 08:50:00,-0.06,-0.09,0.44,-0.12,0.32,13.49,100,5.67,32.41
2022-07-30 08:55:00,0.04,-0.17,0.19,-0.06,0.14,13.46,100,5.18,14.21
2022-07-30 09:00:00,0,-0.19,-0.19,0.26,0.07,13.49,100,4.88,20.49
2022-07-30 09:05:00,0.07,-0.21,-0.05,0.03,-0.02,13.54,100,4.45,38.86
2022-07-30 09:10:00,-0.05,-0.18,0.26,-0.19,0.08,13.63,100,4.21,30.68
2022-07-30 09:15:00,0.01,-0.13,0.18,0.28,0.46,13.66,100,5.59,23.65
2022-07-30 09:20:00,-0.09,-0.18,-0.02,0.37,0.35,13.7,100,5.03,19.34
2022-07-30 09:25:00,-0.06,-0.25,0.01,0.29,0.3,13.72,100,5.19,21.31
2022-07-30 09:30:00,-0.02,-0.25,0.28,-0.03,0.25,13.8,100,3.72,356.8
2022-07-30 09:35:00,0.03,-0.25,0.22,0.02,0.25,13.7,100,6.25,37.85
2022-07-30 09:40:00,0.14,-0.14,0.32,0.07,0.39,13.51,100,7.11,29.12
2022-07-30 09:45:00,-0.05,-0.17,0.32,0.05,0.37,13.55,100,6.5,24.91
2022-07-30 09:50:00,0.03,-0.19,0.28,-0.05,0.23,13.63,100,4.7,22.6
2022-07-30 09:55:00,0.15,-0.17,0.21,0.01,0.22,13.6,100,5.84,19.13
2022-07-30 10:00:00,0.08,-0.19,0.16,0.28,0.44,13.49,100,8.73,30.37
2022-07-30 10:05:00,-0.08,-0.14,0.04,0.22,0.27,13.53,100,5.12,33.45
2022-07-30 10:10:00,0.02,-0.21,0.19,-0.09,0.1,13.6,100,5.62,36.32
2022-07-30 10:15:00,-0.19,-0.26,0.22,0.24,0.45,13.58,100,5.65,23.77
2022-07-30 10:20:00,-0.04,-0.26,0.4,0.36,0.76,13.62,100,4.19,11.11
2022-07-30 10:25:00,-0.11,-0.25,0.37,0.34,0.72,13.53,100,5.12,356.7
2022-07-30 10:30:00,-0.01,-0.24,0.27,0.2,0.47,13.44,100,5.2,359.9
2022-07-30 10:35:00,0.02,-0.22,0.35,0.18,0.53,13.53,100,4.4,351.2
2022-07-30 10:40:00,0.06,-0.19,0.49,0.11,0.59,13.37,100,5.8,14.8
2022-07-30 10:45:00,-0.03,-0.26,0.44,-0.04,0.4,13.41,100,4.89,31.85
2022-07-30 10:50:00,0.06,-0.26,0.22,0.1,0.31,13.37,100,5.1,30.71
2022-07-30 10:55:00,-0.08,-0.26,-0.03,0.04,0.01,13.42,100,6.12,32.07
2022-07-30 11:00:00,-0.06,-0.23,0.07,-0.09,-0.02,13.49,100,5.21,44.78
2022-07-30 11:05:00,-0.04,-0.16,0.12,-0.13,0,13.54,100,4.95,39.31
2022-07-30 11:10:00,0.01,-0.29,0.03,-0.06,-0.03,13.64,100,4.81,36.37
2022-07-30 11:15:00,-0.11,-0.3,-0.24,0.16,-0.08,13.65,100,5.38,29.16
2022-07-30 11:20:00,-0.14,-0.24,-0.09,0.33,0.24,13.84,100,2.83,29.87
2022-07-30 11:25:00,-0.09,-0.22,0.13,0.44,0.56,13.88,100,5.89,20
2022-07-30 11:30:00,0.11,-0.28,-0.02,0.43,0.4,13.82,100,6.21,19.45
2022-07-30 11:35:00,-0.16,-0.31,-0.11,0.31,0.2,13.9,100,5.28,18.79
2022-07-30 11:40:00,0.26,-0.24,0.24,0.3,0.54,13.93,100,6.62,43.25
2022-07-30 11:45:00,-0.02,-0.31,0.41,0.64,1.04,14.18,100,6.61,42.97
2022-07-30 11:50:00,0.17,-0.25,0.48,0.53,1,14.32,100,5.74,42.42
2022-07-30 11:55:00,0.3,-0.22,0.7,0.86,1.56,14.57,100,5.45,23.38
2022-07-30 12:00:00,0.43,-0.26,1.11,0.93,2.05,14.55,100,6.01,32.93
2022-07-30 12:05:00,0.64,-0.15,1.16,1.1,2.26,14.43,100,6.01,33.5
2022-07-30 12:10:00,1.73,-0.13,1.8,1.97,3.78,14.38,100,7.53,23.14
2022-07-30 12:15:00,1.23,-0.05,2.43,2.05,4.48,14.42,100,6.73,31.4
2022-07-30 12:20:00,0.94,-0.23,1.45,1.8,3.24,14.53,100,5.6,27.38
2022-07-30 12:25:00,1.08,-0.3,0.97,1.78,2.75,14.37,100,7.16,40.52
2022-07-30 12:30:00,0.81,-0.37,0.58,1.48,2.07,14.36,100,6.26,29.42
2022-07-30 12:35:00,0.54,-0.43,0.32,0.62,0.94,14.41,100,4.93,355.1
2022-07-30 12:40:00,0.43,-0.5,0.03,0.21,0.24,14.36,100,5.91,8.53
2022-07-30 12:45:00,0.3,-0.34,0.16,-0.11,0.05,14.33,100,5.91,33.68
2022-07-30 12:50:00,0.46,-0.24,0.43,-0.09,0.34,14.26,100,5.43,40.91
2022-07-30 12:55:00,0.12,-0.3,0.15,0.01,0.16,14.18,100,6.65,24.58
2022-07-30 13:00:00,0.15,-0.35,0.02,0.1,0.12,14.31,100,4.72,31.69
2022-07-30 13:05:00,0.09,-0.33,0.2,-0.18,0.02,14.23,100,6.1,17.7
2022-07-30 13:10:00,0.22,-0.34,0.54,-0.43,0.11,14.25,100,4.17,11.33
2022-07-30 13:15:00,0.09,-0.31,0.12,0.04,0.17,14.3,100,4.87,24.72
2022-07-30 13:20:00,0.1,-0.26,0.25,-0.03,0.22,14.31,100,6.15,27.16
2022-07-30 13:25:00,0.18,-0.2,0.33,-0.05,0.28,14.2,100,5.29,40.82
2022-07-30 13:30:00,0.08,-0.15,0.39,-0.22,0.18,14.15,100,6.41,40.93
2022-07-30 13:35:00,0.09,-0.25,0.41,-0.28,0.12,14.1,100,6.05,23.86
2022-07-30 13:40:00,0.02,-0.25,0.22,-0.08,0.14,14.07,100,5.41,30.5
2022-07-30 13:45:00,0.12,-0.23,0.26,-0.08,0.18,14.1,100,5.13,39.77
2022-07-30 13:50:00,0.07,-0.23,0.11,-0.09,0.02,14.1,100,5.92,35.57
2022-07-30 13:55:00,0.1,-0.27,0.32,-0.41,-0.09,14.13,100,5.45,23.06
2022-07-30 14:00:00,0.12,-0.26,0.27,-0.31,-0.04,14.13,100,6.6,29.46
2022-07-30 14:05:00,0,-0.2,0.37,-0.11,0.27,14.15,100,6.65,51.74
2022-07-30 14:10:00,-0.02,-0.29,0.28,-0.05,0.23,14.15,100,6.29,59.2
2022-07-30 14:15:00,0.07,-0.27,0.39,-0.34,0.05,14.2,100,8.35,32.81
2022-07-30 14:20:00,-0.01,-0.24,0.26,-0.05,0.21,14.11,100,7.74,46.76
2022-07-30 14:25:00,-0.04,-0.19,0.4,-0.07,0.33,14.14,100,5.34,41.81
2022-07-30 14:30:00,0.12,-0.18,0.23,0.11,0.34,14.17,100,6.6,7.64
2022-07-30 14:35:00,0.09,-0.24,0.08,0.25,0.33,14.12,100,6.33,27.21
2022-07-30 14:40:00,0.11,-0.18,0.19,-0.13,0.06,14.1,100,6.62,26.33
2022-07-30 14:45:00,-0.14,-0.23,0.03,0.24,0.27,14.02,100,5.78,16.49
2022-07-30 14:50:00,-0.01,-0.19,0.17,0.1,0.27,14.11,100,2.37,14.31
2022-07-30 14:55:00,-0.02,-0.25,0.13,0.08,0.21,14.21,100,5.8,15.03
2022-07-30 15:00:00,-0.12,-0.17,0.23,-0.07,0.16,14.22,100,6.65,17.13
2022-07-30 15:05:00,0.17,-0.23,0.29,-0.31,-0.02,14.31,99,5.38,22.64
2022-07-30 15:10:00,0.13,-0.27,0.31,-0.31,0,14.48,99,3.86,11.13
2022-07-30 15:15:00,0.1,-0.26,0.39,-0.02,0.37,14.55,99,4.68,23.02
2022-07-30 15:20:00,0.17,-0.24,0.37,0.42,0.79,14.7,99,3.83,340
2022-07-30 15:25:00,-0.06,-0.2,0.38,0.43,0.81,14.72,99,3.46,3.07
2022-07-30 15:30:00,-0.06,-0.21,0.57,0.11,0.68,14.77,99,4.12,358.9
2022-07-30 15:35:00,0.04,-0.21,0.31,0.08,0.39,14.83,98,3.32,10.93
2022-07-30 15:40:00,0.05,-0.21,0.05,0.08,0.13,14.94,98,2.89,357.4
2022-07-30 15:45:00,-0.06,-0.19,-0.12,-0.03,-0.15,15,97,3.76,14.69
2022-07-30 15:50:00,0.01,-0.25,-0.16,0.1,-0.06,14.99,97,4.17,23.58
2022-07-30 15:55:00,-0.06,-0.22,0.2,-0.09,0.11,15.14,97,3.9,28.12
2022-07-30 16:00:00,-0.14,-0.24,0.35,-0.03,0.32,15.18,96,3.9,42.42
2022-07-30 16:05:00,0.14,-0.3,0.23,-0.06,0.17,15.25,96,4.21,22.88
2022-07-30 16:10:00,-0.07,-0.31,0.05,-0.14,-0.09,15.24,96,4.13,45.65
2022-07-30 16:15:00,0.08,-0.29,0.13,-0.05,0.08,15.2,96,4.13,43.57
2022-07-30 16:20:00,0.01,-0.31,0.41,-0.44,-0.04,15.2,96,4.91,40.62
2022-07-30 16:25:00,-0.01,-0.38,0.12,-0.3,-0.18,15.36,96,3.04,32.65
2022-07-30 16:30:00,-0.13,-0.28,0.02,-0.02,0.01,15.46,96,3.9,35.75
2022-07-30 16:35:00,0.02,-0.27,0.24,-0.01,0.23,15.45,95,3.64,35.6
2022-07-30 16:40:00,0.08,-0.33,0.05,0.25,0.3,15.45,95,3.65,42.59
2022-07-30 16:45:00,-0.02,-0.39,-0.08,0.25,0.17,15.52,95,3.58,36.27
2022-07-30 16:50:00,-0.04,-0.3,-0.15,0.21,0.06,15.56,95,3.36,48.47
2022-07-30 16:55:00,0,-0.29,0,0.07,0.07,15.61,95,2.01,320
2022-07-30 17:00:00,0.19,-0.24,-0.04,0.05,0.02,15.71,95,3.01,318.8
2022-07-30 17:05:00,0.14,-0.24,-0.3,0.23,-0.07,15.7,94,2.41,296.7
2022-07-30 17:10:00,0.21,-0.27,-0.21,0.28,0.07,15.71,95,2.09,310.3
2022-07-30 17:15:00,0.32,-0.26,-0.08,0.4,0.32,15.66,95,2.71,14.23
2022-07-30 17:20:00,0.32,-0.17,0.11,0.71,0.82,15.59,95,2.53,327.8
2022-07-30 17:25:00,0.14,-0.29,0.03,0.56,0.59,15.49,95,2.2,333.9
2022-07-30 17:30:00,0.08,-0.2,-0.01,0.27,0.26,15.47,95,1.7,355.6
2022-07-30 17:35:00,0.09,-0.25,-0.07,0.14,0.07,15.5,95,1.1,285.2
2022-07-30 17:40:00,0.08,-0.31,-0.15,0.23,0.09,15.49,96,1.41,10.14
2022-07-30 17:45:00,-0.01,-0.25,-0.4,0.36,-0.04,15.4,96,1.57,94.1
2022-07-30 17:50:00,0.14,-0.27,-0.39,0.37,-0.02,15.31,96,1.47,1.73
2022-07-30 17:55:00,0.09,-0.23,-0.09,0.12,0.04,15.38,96,1.54,249.1
2022-07-30 18:00:00,0.18,-0.25,-0.29,0.21,-0.08,15.43,96,1.2,340.9
2022-07-30 18:05:00,0.13,-0.28,-0.31,0.23,-0.08,15.5,96,1.63,304.5
2022-07-30 18:10:00,-0.01,-0.32,-0.35,0.24,-0.11,15.57,96,1.92,297.9
2022-07-30 18:15:00,0.1,-0.19,-0.3,0.45,0.15,15.56,95,2.69,308.2
2022-07-30 18:20:00,0.12,-0.24,-0.16,0.7,0.55,15.63,94,2.65,301.3
2022-07-30 18:25:00,0.1,-0.26,-0.2,0.33,0.13,15.68,94,2.09,307.3
2022-07-30 18:30:00,0.09,-0.24,-0.01,-0.08,-0.1,15.78,94,1.73,285
2022-07-30 18:35:00,0.02,-0.1,0.08,-0.05,0.03,15.87,93,1.44,314.2
2022-07-30 18:40:00,0.12,-0.19,0.02,0.08,0.1,15.9,93,1.92,323.9
2022-07-30 18:45:00,0.13,-0.2,0.01,0.15,0.16,15.99,92,1.1,295.5
2022-07-30 18:50:00,0.12,-0.18,-0.14,0.36,0.23,16.05,92,1.96,342.4
2022-07-30 18:55:00,0.19,-0.28,-0.01,0.32,0.3,16.2,92,1.99,321.6
