Wood Buffalo Environmental Association - Continuous Ambient Air Quality Monitoring Program
For authorized use only
AMS25, L1, 5Mn
Exported On:,2022/08/24,11:06
Date Range:,2022/5/23,0:00,to,2022/8/23,23:00

Date/Time, SO2 (ppb), H2S (ppb), Temperature (deg. C), Relative Humidity (%), Wind Speed @ 10m (km/h), Wind Dir @ 10m (deg)
2022-08-12 13:50:00,2.46,0.38,20.85,42,8.78,137
2022-08-12 13:55:00,2.83,0.4,20.88,43,7.36,130.1
2022-08-12 14:00:00,3.55,0.43,20.92,41,5.88,171.8
2022-08-12 14:05:00,3.94,0.49,21.11,43,4.77,112.2
2022-08-12 14:10:00,5.07,0.58,21.32,42,6.38,118.6
2022-08-12 14:15:00,5.25,0.58,21.04,40,7,135.3
2022-08-12 14:20:00,5.1,0.46,21.12,40,4.86,130.5
2022-08-12 14:25:00,6.38,0.57,21.27,42,6,96.2
2022-08-12 14:30:00,7.68,0.58,21.17,44,7.3,140
2022-08-12 14:35:00,8.06,0.62,20.85,43,5.85,133.3
2022-08-12 14:40:00,7.05,0.61,21.09,44,6.87,139.8
2022-08-12 14:45:00,7.44,0.51,21.03,42,7.22,159.7
2022-08-12 14:50:00,6.5,0.53,21.33,43,4.9,130.6
2022-08-12 14:55:00,6.54,0.4,21.72,41,6.08,122.7
2022-08-12 15:00:00,7.47,0.45,21.75,40,6.38,155
2022-08-12 15:05:00,7.12,0.4,21.7,40,6.16,125
2022-08-12 15:10:00,7.03,0.34,21.91,38,5.4,137.5
2022-08-12 15:15:00,8.4,0.32,21.6,37,6.5,184.1
2022-08-12 15:20:00,9.42,0.36,21.41,36,5.8,172.3
2022-08-12 15:25:00,8.31,0.36,21.71,36,6.05,167.9
2022-08-12 15:30:00,7.13,0.31,21.68,37,5.12,127.2
2022-08-12 15:35:00,6.79,0.33,21.93,40,4.71,124.2
2022-08-12 15:40:00,3.75,0.34,22.14,35,4.53,176.4
2022-08-12 15:45:00,2,0.32,21.98,34,5.45,159.5
2022-08-12 15:50:00,1.52,0.28,21.8,33,5.24,165
2022-08-12 15:55:00,1.98,0.29,21.88,33,6.41,198.8
2022-08-12 16:00:00,1.77,0.32,21.92,34,4.44,192
2022-08-12 16:05:00,1.5,0.29,22.11,33,3.9,200.4
2022-08-12 16:10:00,1.24,0.3,22.07,35,3.43,144.9
2022-08-12 16:15:00,1.3,0.3,22.16,38,6.2,150.8
2022-08-12 16:20:00,0.97,0.27,21.77,40,5.76,141.3
2022-08-12 16:25:00,1.01,0.29,22.22,38,4.9,135.7
2022-08-12 16:30:00,0.8,0.36,22.45,39,4.41,104.3
2022-08-12 16:35:00,0.83,0.29,22.45,41,4.78,104.3
2022-08-12 16:40:00,0.97,0.3,22.07,40,4.5,110.7
2022-08-12 16:45:00,0.75,0.3,22.05,39,5.12,194
2022-08-12 16:50:00,0.86,0.29,22.37,39,2.49,183.5
2022-08-12 16:55:00,0.85,0.33,22.63,38,3.33,118.6
2022-08-12 17:00:00,0.87,0.3,22.36,40,3.72,131.5
2022-08-12 17:05:00,0.8,0.27,22.4,41,2.22,129.1
2022-08-12 17:10:00,0.73,0.27,22.54,40,2.44,83.4
2022-08-12 17:15:00,0.73,0.3,22.32,39,4.04,86
2022-08-12 17:20:00,0.82,0.33,22.49,41,2.73,175.7
2022-08-12 17:25:00,0.83,0.37,22.89,41,2.51,218
2022-08-12 17:30:00,0.72,0.33,22.91,43,2.55,81.3
2022-08-12 17:35:00,0.72,0.31,22.52,42,3.66,117.7
2022-08-12 17:40:00,0.63,0.3,22.01,44,3.94,119.7
2022-08-12 17:45:00,1.4,0.29,22.16,43,3.54,109.1
2022-08-12 17:50:00,1.93,0.26,22.28,42,2.9,92.5
2022-08-12 17:55:00,2.27,0.28,22.32,42,4,135.5
2022-08-12 18:00:00,2.26,0.3,21.88,44,3.7,127.5
2022-08-12 18:05:00,4,0.32,21.77,44,4.94,162
2022-08-12 18:10:00,5.21,0.3,21.79,44,3.67,127.3
2022-08-12 18:15:00,5.66,0.31,21.87,43,3.7,141.2
2022-08-12 18:20:00,5.86,0.31,21.75,45,3.82,126.3
2022-08-12 18:25:00,4.8,0.25,21.67,46,4.11,124.7
2022-08-12 18:30:00,4.22,0.28,21.52,48,2.83,90.4
2022-08-12 18:35:00,4.45,0.27,21.77,46,2.47,108.7
2022-08-12 18:40:00,4.92,0.23,21.68,45,3.65,142.4
2022-08-12 18:45:00,5.08,0.23,21.56,46,3.77,150.4
2022-08-12 18:50:00,4.73,0.28,21.35,46,3.04,153.7
2022-08-12 18:55:00,4.38,0.31,21.14,48,2.56,139.7
2022-08-12 19:00:00,3.43,0.25,21.09,49,1.72,124.3
2022-08-12 19:05:00,3.17,0.25,21.01,49,2.38,130.3
2022-08-12 19:10:00,2.33,0.26,20.89,49,2.23,140.7
2022-08-12 19:15:00,2.11,0.31,19.96,52,2.58,154.7
2022-08-12 19:20:00,1.89,0.27,19.34,56,2.25,165.1
2022-08-12 19:25:00,1.91,0.29,18.87,58,2.17,173.1
2022-08-12 19:30:00,1.55,0.28,18.64,58,2.68,175.7
2022-08-12 19:35:00,1.46,0.27,18.17,61,3.28,194.5
2022-08-12 19:40:00,1.07,0.24,17.69,63,2.92,190.4
2022-08-12 19:45:00,0.99,0.32,17.43,64,2.85,191.8
2022-08-12 19:50:00,0.98,0.3,17.23,65,3.07,186.7
2022-08-12 19:55:00,1.21,0.31,17.21,64,2.77,178.8
2022-08-12 20:00:00,1.22,0.35,17.09,64,2.66,186
2022-08-12 20:05:00,1.23,0.27,16.91,64,2.04,164.9
2022-08-12 20:10:00,1,0.35,16.86,64,1.29,61.07
2022-08-12 20:15:00,1.1,0.38,16.93,64,0.7,41.92
2022-08-12 20:20:00,0.92,0.35,16.5,67,0,0
2022-08-12 20:25:00,0.72,0.33,16.07,68,1.55,54.35
2022-08-12 20:30:00,0.65,0.29,15.86,70,3.32,203.2
2022-08-12 20:35:00,0.54,0.35,15.59,71,3.65,197.5
2022-08-12 20:40:00,0.61,0.31,15.32,72,3.1,190
2022-08-12 20:45:00,0.57,0.31,15.2,71,1.57,105.9
2022-08-12 20:50:00,0.4,0.33,15.23,73,2.26,65.63
2022-08-12 20:55:00,0.47,0.34,15.22,72,0.59,74.54
2022-08-12 21:00:00,0.35,0.34,15,74,0,0
2022-08-12 21:05:00,0.46,0.27,14.8,74,0.07,74.46
2022-08-12 21:10:00,0.18,0.33,14.7,75,0.12,183.8
2022-08-12 21:15:00,0.24,0.27,14.28,78,2.85,227.9
2022-08-12 21:20:00,0.07,0.33,13.86,80,3.31,232.8
2022-08-12 21:25:00,0.22,0.34,13.69,82,4.32,264.4
2022-08-12 21:30:00,0.1,0.3,13.64,83,3.02,303.5
2022-08-12 21:35:00,0.24,0.26,13.96,80,2.34,313.6
2022-08-12 21:40:00,0.05,0.29,13.74,81,2.15,244.4
2022-08-12 21:45:00,-0.14,0.23,13.46,83,2.48,250.9
2022-08-12 21:50:00,0.1,0.29,13.46,82,0.65,247.2
2022-08-12 21:55:00,0.05,0.31,13.42,81,3.1,217.9
2022-08-12 22:00:00,-0.08,0.31,13.06,83,2.06,208.7
2022-08-12 22:05:00,0.04,0.29,13.03,83,0.12,206.3
2022-08-12 22:10:00,-0.09,0.3,12.96,83,1.39,328
2022-08-12 22:15:00,-0.02,0.33,12.73,83,0.32,328.9
2022-08-12 22:20:00,-0.07,0.3,12.7,83,1.02,331.1
2022-08-12 22:25:00,0.13,0.33,12.67,84,1.42,333.2
2022-08-12 22:30:00,-0.1,0.28,12.4,85,2.5,256.4
2022-08-12 22:35:00,0.11,0.32,12.07,87,3.19,229.1
2022-08-12 22:40:00,-0.1,0.26,11.85,88,3.68,235.6
2022-08-12 22:45:00,0.02,0.27,11.72,89,3.29,247.6
2022-08-12 22:50:00,0.05,0.32,11.62,89,1.91,222.9
2022-08-12 22:55:00,-0.28,0.33,11.74,88,2.35,191.3
2022-08-12 23:00:00,-0.2,0.35,11.56,89,2.97,218.6
2022-08-12 23:05:00,0.04,0.31,11.4,91,3.13,260.4
2022-08-12 23:10:00,-0.07,0.28,11.49,90,2.5,312.5
2022-08-12 23:15:00,0.03,0.29,11.92,87,3.03,340.6
2022-08-12 23:20:00,-0.27,0.33,12.15,86,3.05,320.4
2022-08-12 23:25:00,-0.09,0.32,12.24,85,1.66,302.5
2022-08-12 23:30:00,-0.09,0.3,12.05,87,0.7,298.5
2022-08-12 23:35:00,-0.22,0.31,12.06,86,1.85,306.7
2022-08-12 23:40:00,-0.06,0.33,12.14,87,2.82,262.5
2022-08-12 23:45:00,-0.1,0.33,12.1,88,1.75,235.7
2022-08-12 23:50:00,-0.17,0.28,12.27,88,0.88,264.5
2022-08-12 23:55:00,-0.29,0.33,12.29,87,1.91,336.4
2022-08-13 00:00:00,-0.08,0.3,12.21,88,3.06,239.5
2022-08-13 00:05:00,0.07,0.32,12.38,87,2.33,226.7
2022-08-13 00:10:00,0,0.32,12.48,86,0.31,238.6
2022-08-13 00:15:00,-0.09,0.3,12.77,89,1.99,15.66
2022-08-13 00:20:00,-0.19,0.29,12.89,86,1.56,50.87
2022-08-13 00:25:00,-0.08,0.3,12.9,84,1.33,83.3
2022-08-13 00:30:00,-0.15,0.25,12.89,87,0.12,115.8
2022-08-13 00:35:00,-0.14,0.25,12.77,87,2.97,250
2022-08-13 00:40:00,-0.14,0.3,12.7,87,2.48,252.8
2022-08-13 00:45:00,-0.28,0.38,12.7,89,2.64,261.5
2022-08-13 00:50:00,-0.05,0.32,12.71,89,2,294.3
2022-08-13 00:55:00,-0.23,0.35,12.87,89,2.05,307.4
2022-08-13 01:00:00,-0.21,0.27,12.9,88,2.17,240.9
2022-08-13 01:05:00,-0.04,0.33,13.02,86,2.37,202.9
2022-08-13 01:10:00,-0.23,0.28,13.05,86,2.34,189
2022-08-13 01:15:00,0.02,0.28,13.1,85,1.84,124.1
2022-08-13 01:20:00,-0.12,0.26,13,86,2.39,341.3
2022-08-13 01:25:00,-0.19,0.28,13.03,86,2.62,327.2
2022-08-13 01:30:00,-0.24,0.25,13.02,87,0.67,351.1
2022-08-13 01:35:00,-0.09,0.31,13,87,1.55,89
2022-08-13 01:40:00,0.02,0.31,13,86,1.95,107.1
2022-08-13 01:45:00,-0.1,0.3,12.91,88,2.05,135.1
2022-08-13 01:50:00,-0.07,0.3,12.62,90,1.83,306.6
2022-08-13 01:55:00,-0.2,0.29,12.72,91,2.71,2.72
2022-08-13 02:00:00,-0.37,0.33,12.89,89,2.43,332.6
2022-08-13 02:05:00,-0.11,0.31,12.8,90,2.14,311.7
2022-08-13 02:10:00,-0.08,0.26,12.84,90,2.11,241.5
2022-08-13 02:15:00,-0.04,0.34,12.9,89,2.55,244.5
2022-08-13 02:20:00,-0.2,0.24,12.91,91,2.92,316.1
2022-08-13 02:25:00,-0.25,0.28,13.11,90,2.68,324.5
2022-08-13 02:30:00,-0.11,0.29,13.13,90,2.6,333.9
2022-08-13 02:35:00,-0.07,0.32,13.2,91,2.32,340.8
2022-08-13 02:40:00,-0.25,0.37,13.29,90,0.06,341.9
2022-08-13 02:45:00,-0.28,0.28,13.2,90,1.13,280.6
2022-08-13 02:50:00,-0.13,0.31,13.03,91,2.26,207.6
2022-08-13 02:55:00,-0.15,0.29,13,91,0.04,150.7
2022-08-13 03:00:00,-0.13,0.31,13.08,91,2.31,257.1
2022-08-13 03:05:00,-0.26,0.26,13,92,3.18,279.7
2022-08-13 03:10:00,-0.07,0.28,12.91,91,3.19,267.7
2022-08-13 03:15:00,-0.01,0.32,12.99,91,3.44,250.6
2022-08-13 03:20:00,-0.17,0.29,13.11,88,2.36,312.3
2022-08-13 03:25:00,-0.48,0.3,13.38,87,2.83,339.8
2022-08-13 03:30:00,-0.32,0.32,13.35,87,3.32,288.4
2022-08-13 03:35:00,-0.34,0.28,13.12,89,3.26,274.3
2022-08-13 03:40:00,-0.17,0.27,13.16,89,2.2,314
2022-08-13 03:45:00,-0.09,0.28,13.17,89,2.81,290.1
2022-08-13 03:50:00,-0.34,0.32,13.07,89,3.3,247
2022-08-13 03:55:00,-0.23,0.33,13.12,88,4.15,257.4
2022-08-13 04:00:00,0.01,0.25,13.22,87,2.73,266.6
2022-08-13 04:05:00,Z/S,0.29,13.37,84,2.05,89.4
2022-08-13 04:10:00,Z/S,0.3,13.36,85,1.82,333.5
2022-08-13 04:15:00,Z/S,0.25,13.33,85,4.19,305.3
2022-08-13 04:20:00,Z/S,0.26,13.46,86,4.5,329.5
2022-08-13 04:25:00,Z/S,0.28,13.51,84,4.11,331.1
2022-08-13 04:30:00,Z/S,0.22,13.51,84,3.07,320.1
2022-08-13 04:35:00,Z/S,0.32,13.38,84,3.51,309.6
2022-08-13 04:40:00,Z/S,0.31,13.4,84,3.28,298.3
2022-08-13 04:45:00,Z/S,0.38,13.4,85,3.15,280.8
2022-08-13 04:50:00,Z/S,0.4,13.32,85,2.68,295.4
2022-08-13 04:55:00,Z/S,0.34,13.3,86,1.7,297.2
2022-08-13 05:00:00,Z/S,Z/S,13.3,86,2.18,272.8
2022-08-13 05:05:00,-0.09,Z/S,13.24,86,3.76,217.6
2022-08-13 05:10:00,0,Z/S,13.1,88,1.24,192.5
2022-08-13 05:15:00,0.03,Z/S,13.18,88,2.79,322.8
2022-08-13 05:20:00,-0.33,Z/S,13.26,86,3.28,317.6
2022-08-13 05:25:00,-0.17,Z/S,13.3,85,2.67,318.3
2022-08-13 05:30:00,-0.12,Z/S,13.26,85,2.07,289.4
2022-08-13 05:35:00,-0.03,Z/S,13.34,86,2.57,246.4
2022-08-13 05:40:00,-0.05,Z/S,13.3,87,3.22,268.1
2022-08-13 05:45:00,-0.3,Z/S,13.39,87,2.64,305.1
2022-08-13 05:50:00,-0.2,Z/S,13.56,85,0.71,320
2022-08-13 05:55:00,-0.2,Z/S,13.57,85,1.01,314
2022-08-13 06:00:00,-0.19,0.41,13.39,86,2.03,156.9
2022-08-13 06:05:00,0.05,0.37,13.27,88,2.69,327.1
2022-08-13 06:10:00,-0.29,0.36,13.15,89,2.55,282.5
2022-08-13 06:15:00,-0.08,0.39,13.33,88,1.69,5.49
2022-08-13 06:20:00,-0.03,0.45,13.69,87,2.99,324.3
2022-08-13 06:25:00,0.11,0.5,14.05,85,3.41,309.4
2022-08-13 06:30:00,-0.02,0.5,14.19,83,2.96,338
2022-08-13 06:35:00,-0.09,0.47,14.25,82,3.42,347
2022-08-13 06:40:00,0.11,0.43,14.28,82,2.95,332.5
2022-08-13 06:45:00,-0.09,0.39,14.3,83,2,307.5
2022-08-13 06:50:00,-0.02,0.43,14.4,84,2.17,303.1
2022-08-13 06:55:00,-0.26,0.46,14.46,83,2.96,327.2
2022-08-13 07:00:00,-0.24,0.41,14.65,82,2.46,348.7
2022-08-13 07:05:00,-0.06,0.45,14.81,82,2.22,321.1
2022-08-13 07:10:00,-0.31,0.48,14.97,81,2.48,299.9
2022-08-13 07:15:00,-0.12,0.42,15.05,82,3.08,298.9
2022-08-13 07:20:00,-0.14,0.51,15.18,81,2.69,320.8
2022-08-13 07:25:00,0.04,0.44,15.29,80,2.03,267.4
2022-08-13 07:30:00,-0.09,0.39,15.48,81,2.09,280.7
2022-08-13 07:35:00,-0.07,0.42,15.6,80,3.65,336.9
2022-08-13 07:40:00,0.08,0.4,15.69,80,3.51,338.1
2022-08-13 07:45:00,-0.05,0.42,15.93,80,3.26,355.1
2022-08-13 07:50:00,-0.08,0.41,16.28,79,1.14,287.1
2022-08-13 07:55:00,-0.14,0.4,16.53,78,0.86,118.2
2022-08-13 08:00:00,-0.35,0.36,16.76,78,1.49,68.7
2022-08-13 08:05:00,-0.01,0.4,16.8,77,2.39,77.55
2022-08-13 08:10:00,-0.15,0.38,16.89,79,1.95,80.4
2022-08-13 08:15:00,0.01,0.37,16.97,77,2.42,1.61
2022-08-13 08:20:00,-0.05,0.37,16.81,77,3.49,344.1
2022-08-13 08:25:00,-0.02,0.41,16.88,78,3.68,358.6
2022-08-13 08:30:00,-0.14,0.38,16.9,77,3.78,345
2022-08-13 08:35:00,-0.19,0.33,16.92,77,3.09,359.5
2022-08-13 08:40:00,-0.17,0.3,17.23,76,3.35,350.4
2022-08-13 08:45:00,-0.14,0.32,17.3,76,4.3,345.5
2022-08-13 08:50:00,0.08,0.33,17.3,75,3.82,342.2
2022-08-13 08:55:00,-0.09,0.35,17.54,76,3.73,2.51
2022-08-13 09:00:00,-0.13,0.31,17.79,74,3.12,6.52
2022-08-13 09:05:00,-0.11,0.3,17.62,73,2.54,346.2
2022-08-13 09:10:00,-0.1,0.27,17.8,72,0.88,331.6
2022-08-13 09:15:00,0.1,0.29,17.89,73,4.16,339.1
2022-08-13 09:20:00,-0.1,0.31,17.98,74,3.33,15.87
2022-08-13 09:25:00,0.01,0.28,18.06,73,3.83,320.4
2022-08-13 09:30:00,-0.15,0.25,18.11,73,3.6,307.7
2022-08-13 09:35:00,-0.2,0.23,18.52,73,3.03,278.5
2022-08-13 09:40:00,0.03,0.23,18.74,71,3.43,291.3
2022-08-13 09:45:00,-0.01,0.25,18.75,71,2.89,227.6
2022-08-13 09:50:00,-0.13,0.24,18.97,70,2.22,311.2
2022-08-13 09:55:00,-0.05,0.26,18.99,70,3.95,355.8
2022-08-13 10:00:00,-0.13,0.23,18.83,71,5.76,343.7
2022-08-13 10:05:00,-0.21,0.31,18.98,71,4.89,347.8
2022-08-13 10:10:00,0.06,0.29,19.43,70,4.12,21.55
2022-08-13 10:15:00,0.2,0.25,19.57,69,4.44,7.42
2022-08-13 10:20:00,0.01,0.28,19.56,69,4.39,3.04
2022-08-13 10:25:00,0,0.32,19.6,70,4.39,357.1
2022-08-13 10:30:00,-0.04,0.27,19.74,72,2.8,19.77
2022-08-13 10:35:00,-0.04,0.31,19.92,70,5.57,354
2022-08-13 10:40:00,-0.17,0.29,19.73,70,5.93,4.39
2022-08-13 10:45:00,-0.08,0.4,19.95,69,5.17,348.4
2022-08-13 10:50:00,-0.07,0.37,19.96,68,6.32,326.5
2022-08-13 10:55:00,-0.26,0.48,19.9,69,5.57,324.7
2022-08-13 11:00:00,-0.01,0.5,19.93,69,5.8,352.5
2022-08-13 11:05:00,0.19,0.5,20.06,68,5.17,311.7
2022-08-13 11:10:00,0.16,0.54,20.25,67,6.23,315.3
2022-08-13 11:15:00,0.15,0.51,20.5,66,6.84,331.4
2022-08-13 11:20:00,0.09,0.54,20.93,65,8.16,315.3
2022-08-13 11:25:00,0.32,0.51,21.29,64,5.4,356.7
2022-08-13 11:30:00,0.19,0.52,21.68,62,4.5,3.73
2022-08-13 11:35:00,0.25,0.53,21.6,61,5.92,327.4
2022-08-13 11:40:00,0.25,0.45,21.92,62,5.09,33.5
2022-08-13 11:45:00,0.14,0.43,22.02,62,3.87,45.13
2022-08-13 11:50:00,0.27,0.39,21.88,62,4.93,328.7
2022-08-13 11:55:00,0.22,0.43,21.82,63,6.58,331.6
2022-08-13 12:00:00,0.16,0.38,21.93,63,5.09,335.8
2022-08-13 12:05:00,0.02,0.34,21.92,64,6.01,355.5
2022-08-13 12:10:00,0.12,0.41,21.9,64,4,3.46
2022-08-13 12:15:00,-0.07,0.35,21.83,64,3.94,20.22
2022-08-13 12:20:00,-0.05,0.34,21.73,65,4.61,1.19
2022-08-13 12:25:00,-0.01,0.38,21.69,66,5.04,326.6
2022-08-13 12:30:00,0.07,0.39,21.69,66,5.27,321.9
2022-08-13 12:35:00,0.1,0.34,21.63,66,2.23,293.5
2022-08-13 12:40:00,0,0.32,21.86,67,1.93,1.15
2022-08-13 12:45:00,-0.07,0.33,21.98,68,3.08,289.8
2022-08-13 12:50:00,0.19,0.33,21.98,70,2.46,230.5
2022-08-13 12:55:00,0.06,0.3,22.27,65,3.32,343.1
2022-08-13 13:00:00,-0.23,0.37,22.32,64,5.26,317.6
2022-08-13 13:05:00,-0.2,0.42,22.42,67,2.24,214.9
2022-08-13 13:10:00,0.16,0.38,22.71,65,3.72,273.4
2022-08-13 13:15:00,0.17,0.4,22.9,62,2.32,342.8
2022-08-13 13:20:00,0.07,0.37,23.45,61,2.95,153.8
2022-08-13 13:25:00,0.15,0.31,23.54,62,2.51,286.8
2022-08-13 13:30:00,0.05,0.3,23.66,61,1.86,183.5
2022-08-13 13:35:00,-0.24,0.35,24.64,60,2.91,140.6
2022-08-13 13:40:00,-0.09,0.34,25.11,59,4.65,87.9
2022-08-13 13:45:00,0.05,0.34,24.99,60,4.54,143.3
2022-08-13 13:50:00,-0.11,0.22,25.08,58,4.95,0.6
2022-08-13 13:55:00,0.14,0.24,24.13,61,3.89,334.4
2022-08-13 14:00:00,0,0.25,24.75,60,4.05,64.63
2022-08-13 14:05:00,-0.13,0.27,25.17,62,2.36,121.1
2022-08-13 14:10:00,-0.12,0.34,25.32,58,6.29,345
2022-08-13 14:15:00,-0.05,0.29,24.83,59,5.75,337.2
2022-08-13 14:20:00,0.1,0.23,24.98,59,3.09,20.28
2022-08-13 14:25:00,0.42,0.22,24.91,59,4.32,19.15
2022-08-13 14:30:00,-0.06,0.24,25.17,60,2.84,68.86
2022-08-13 14:35:00,0.26,0.28,25.93,59,4.11,122.4
2022-08-13 14:40:00,0.11,0.26,25.63,60,4.08,99.5
2022-08-13 14:45:00,0.25,0.24,25.82,57,3.81,356.4
2022-08-13 14:50:00,-0.01,0.29,25.68,57,6.04,350.7
2022-08-13 14:55:00,-0.06,0.23,25.23,58,4.94,336.5
2022-08-13 15:00:00,0.28,0.21,25.47,58,4.54,17.23
2022-08-13 15:05:00,0.15,0.23,25.59,58,3.16,338.9
2022-08-13 15:10:00,0.19,0.26,25.63,59,4.3,0.04
2022-08-13 15:15:00,0.16,0.2,25.71,59,3.13,22.11
2022-08-13 15:20:00,0.09,0.26,25.85,62,2.61,93.9
2022-08-13 15:25:00,0.07,0.29,26.04,58,3.26,45.18
2022-08-13 15:30:00,0.21,0.24,26.3,60,2.46,94.2
2022-08-13 15:35:00,-0.01,0.22,26.24,60,2.42,104.4
2022-08-13 15:40:00,-0.13,0.25,26.25,62,1.94,103.7
2022-08-13 15:45:00,-0.13,0.22,26.64,58,2.98,105
2022-08-13 15:50:00,-0.04,0.29,26.42,58,3.6,62.28
2022-08-13 15:55:00,-0.02,0.26,26.14,58,3.27,43.67
2022-08-13 16:00:00,-0.18,0.27,26.1,58,1.9,7.55
2022-08-13 16:05:00,-0.04,0.25,26.16,58,3.89,338.9
2022-08-13 16:10:00,-0.09,0.28,26.2,58,2.58,36.94
2022-08-13 16:15:00,-0.29,0.3,26.8,56,2.81,96
2022-08-13 16:20:00,-0.09,0.28,26.64,58,2.72,82.6
2022-08-13 16:25:00,-0.19,0.26,26.84,56,2.84,17.86
2022-08-13 16:30:00,0.05,0.27,26.71,55,3.04,5.45
2022-08-13 16:35:00,-0.1,0.24,26.87,56,4.05,40.19
2022-08-13 16:40:00,0.18,0.28,26.75,55,3.52,334.9
2022-08-13 16:45:00,0.09,0.25,26.98,55,3.58,304.3
2022-08-13 16:50:00,0.03,0.26,26.59,56,3.84,303.9
2022-08-13 16:55:00,0.13,0.26,26.81,56,5.62,349
2022-08-13 17:00:00,0.07,0.25,26.7,60,3.1,99.7
2022-08-13 17:05:00,-0.08,0.3,26.88,57,3.6,67.24
2022-08-13 17:10:00,0.14,0.3,27.04,57,2.91,93.9
2022-08-13 17:15:00,0.09,0.27,27.04,56,4.06,20.89
2022-08-13 17:20:00,0.15,0.26,27.12,56,2.49,350.7
2022-08-13 17:25:00,-0.13,0.26,27.78,54,2.11,306.2
2022-08-13 17:30:00,0.16,0.28,27.41,54,5.28,340.5
2022-08-13 17:35:00,0.01,0.23,26.86,55,4.81,339.6
2022-08-13 17:40:00,0.02,0.23,26.74,55,5.54,352.7
2022-08-13 17:45:00,0.03,0.27,26.82,55,5.23,359.3
2022-08-13 17:50:00,-0.03,0.26,26.9,55,4.11,22.69
2022-08-13 17:55:00,-0.12,0.24,26.93,55,4.84,358.8
2022-08-13 18:00:00,0.02,0.27,26.85,55,4.11,17.42
2022-08-13 18:05:00,-0.1,0.29,26.88,56,3.26,31.98
2022-08-13 18:10:00,0.02,0.28,26.85,55,3.71,19.21
2022-08-13 18:15:00,-0.01,0.32,26.89,56,2.74,15.63
2022-08-13 18:20:00,-0.15,0.29,26.89,56,2.95,358.3
2022-08-13 18:25:00,0.17,0.3,26.6,57,3.92,2.04
2022-08-13 18:30:00,-0.23,0.3,26.41,57,3.88,3.04
2022-08-13 18:35:00,0.14,0.33,26.33,58,3.57,5.04
2022-08-13 18:40:00,-0.2,0.35,26.13,59,3.49,19.3
2022-08-13 18:45:00,-0.07,0.37,25.97,60,2.76,12.64
2022-08-13 18:50:00,-0.04,0.39,25.83,61,2.78,27.08
2022-08-13 18:55:00,0.21,0.38,25.63,62,2.63,17.77
2022-08-13 19:00:00,-0.01,0.39,25.33,62,2.54,7.55
2022-08-13 19:05:00,0.04,0.34,25.17,62,3.36,16.07
2022-08-13 19:10:00,-0.08,0.35,24.94,63,3.23,15.78
2022-08-13 19:15:00,-0.16,0.4,24.55,64,2.54,17.33
2022-08-13 19:20:00,-0.07,0.4,24.07,67,2.84,359.7
2022-08-13 19:25:00,-0.12,0.37,23.78,68,2.93,2.26
2022-08-13 19:30:00,-0.08,0.39,23.48,70,1.9,350.5
2022-08-13 19:35:00,-0.19,0.34,23.02,72,2.26,335.3
2022-08-13 19:40:00,-0.01,0.34,22.61,76,2.8,326.9
2022-08-13 19:45:00,-0.09,0.4,22.38,76,2.74,329.7
2022-08-13 19:50:00,-0.05,0.4,22.09,78,3.24,322.9
2022-08-13 19:55:00,-0.04,0.43,21.93,78,3.69,324.6
2022-08-13 20:00:00,-0.18,0.39,21.68,79,3.71,334.7
2022-08-13 20:05:00,-0.07,0.4,21.71,78,3.66,351.1
2022-08-13 20:10:00,-0.18,0.39,22.05,76,3.66,352.8
2022-08-13 20:15:00,-0.11,0.39,22.13,75,3.26,7.89
2022-08-13 20:20:00,0.08,0.4,21.67,78,3.66,356
2022-08-13 20:25:00,-0.19,0.42,21.27,80,3.97,334.1
2022-08-13 20:30:00,-0.29,0.38,21.1,80,3.47,334
2022-08-13 20:35:00,-0.16,0.46,20.76,82,3.49,321
2022-08-13 20:40:00,-0.17,0.5,20.48,83,3.1,317.8
2022-08-13 20:45:00,-0.24,0.49,20.33,83,3.5,313.4
2022-08-13 20:50:00,-0.08,0.51,20.29,84,3.86,312.7
2022-08-13 20:55:00,-0.11,0.43,20.11,85,4.18,318.9
2022-08-13 21:00:00,-0.18,0.45,19.96,85,3.96,319.7
2022-08-13 21:05:00,-0.05,0.45,19.93,86,4,339.1
2022-08-13 21:10:00,-0.31,0.5,20.2,85,3.42,332.4
2022-08-13 21:15:00,-0.12,0.53,20.2,85,3.29,57.19
2022-08-13 21:20:00,-0.19,0.48,20.03,84,3.97,161.1
2022-08-13 21:25:00,-0.18,0.47,19.8,85,1.97,120.5
2022-08-13 21:30:00,-0.11,0.49,19.6,87,1.83,2.6
2022-08-13 21:35:00,-0.25,0.52,19.47,89,1.8,90.6
2022-08-13 21:40:00,0,0.51,19.32,89,2.26,219.4
2022-08-13 21:45:00,-0.01,0.5,19.02,90,1.53,342.5
2022-08-13 21:50:00,-0.15,0.49,18.87,91,1.81,218.9
2022-08-13 21:55:00,-0.1,0.5,18.73,91,2.98,232.2
2022-08-13 22:00:00,-0.25,0.53,18.49,92,3.49,251.7
2022-08-13 22:05:00,-0.24,0.49,18.17,92,3.08,289
2022-08-13 22:10:00,-0.22,0.46,18.39,93,2.13,4.79
2022-08-13 22:15:00,-0.3,0.47,18.66,91,2.11,128.4
2022-08-13 22:20:00,0.05,0.45,18.47,92,2.63,265.3
